Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.25,236.85,1.27,234.70,627 B,6 B,634 B,(418 B),"1,609 B"
12M 2009,1.67,262.20,1.69,260.49,157 B,,157 B,"(1,054 B)","1,527 B"
12M 2010,3.06,300.19,3.07,298.94,87 B,432 B,520 B,(708 B),"1,481 B"
12M 2011,2.40,343.70,2.40,342.89,206 B,251 B,457 B,(787 B),712 B
12M 2012,4.74,421.59,4.75,420.80,321 B,931 B,"1,253 B",(246 B),659 B
12M 2013,4.44,480.33,4.45,479.54,402 B,"1,271 B","1,672 B",286 B,696 B
12M 2014,7.65,649.83,7.66,649.04,"1,167 B","1,324 B","2,491 B",190 B,"1,038 B"
12M 2015,5.01,711.50,5.02,710.71,"1,569 B","1,692 B","3,261 B",701 B,"1,963 B"
12M 2016,1.86,1265.55,1.88,1258.15,"5,157 B",366 B,"5,523 B","(3,747 B)","6,946 B"
12M 2017,1.10,1408.43,1.11,1392.38,"6,732 B","1,108 B","7,840 B","(3,414 B)","8,934 B"
12M 2018,1.00,1650.36,1.05,1570.18,"4,247 B","3,008 B","7,254 B","(6,720 B)","15,304 B"
12M 2019,1.08,1839.78,1.27,1572.29,"5,438 B","1,540 B","6,978 B","(3,369 B)","11,986 B"
12M 2020,1.30,1524.88,1.82,1093.53,"15,408 B","3,476 B","18,883 B","3,931 B","3,812 B"
12M 2021,0.76,1454.53,1.25,882.28,"14,654 B","11,891 B","26,546 B","19,562 B",217 B
12M 2022,0.55,1445.25,1.11,721.83,"15,247 B","16,355 B","31,603 B","25,933 B","3,499 B"
12M 2023,0.37,641.02,-1.16,-207.00,"19,556 B","15,575 B","35,131 B","31,898 B","(7,636 B)"
12M 2024,1.10,222.42,-35.36,-6.90,"4,650 B","29,183 B","33,833 B","30,472 B","11,215 B"
