Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,207224050595.000000,-159659142980.000000,47564907615.000000,-16589411996.000000,-4874668811.000000,-11714743185.000000,-16589411996.000000,30975495619.000000,-3528284261.000000,,,-3528284261.000000,-3528284261.000000,27447211358.000000,-7859070435.000000,19588140923.000000,1568272587.000000,21156413510.000000,19588140923.000000,19588140923.000000,,19588140923.000000,21156413510.000000,21156413510.000000,,21156413510.000000
12M 2017,239786317679.000000,-149522053862.000000,90264263817.000000,-23076872928.000000,-5629912378.000000,-17446960550.000000,-23076872928.000000,67187390889.000000,-2765267047.000000,,,-2765267047.000000,-2765267047.000000,64422123842.000000,-17364731343.000000,47057392499.000000,2192531154.000000,49249923653.000000,47057392499.000000,47057392499.000000,,47057392499.000000,49249923653.000000,49249923653.000000,,49249923653.000000
12M 2018,325472602675.000000,-180359260969.000000,145113341706.000000,-34593575804.000000,-7499941828.000000,-27093633976.000000,-34593575804.000000,110519765902.000000,690528217.000000,,,690528217.000000,690528217.000000,111210294119.000000,-29304854457.000000,81905439662.000000,388565540.000000,82294005202.000000,81905439662.000000,81905439662.000000,,81905439662.000000,82294005202.000000,82294005202.000000,,82294005202.000000
12M 2019,361544998431.000000,-205122192818.000000,156422805613.000000,-33336605292.000000,-8224516145.000000,-25112089147.000000,-33336605292.000000,123086200321.000000,-4398806303.000000,,,-4398806303.000000,-4398806303.000000,118687394018.000000,-30684849485.000000,88002544533.000000,-117333007.000000,87885211526.000000,88002544533.000000,88002544533.000000,,88002544533.000000,87885211526.000000,87885211526.000000,,87885211526.000000
12M 2020,565439688892.0,-328644769596.0,236794919296.0,-53250050393.0,-11605813336.0,-41644237057.0,-53250050393.0,183544868903.0,3146817484.0,-4331714951.0,614328891.0,6864203544.0,3146817484.0,186691686387.0,-42496995435.0,144194690952.0,4292119239.0,148486810191.0,144194690952.0,144026946166.0,167744786.0,144194690952.0,148486810191.0,148318932488.0,167877703.0,148486810191.0
12M 2021,1193506756539.0,-586894054361.0,606612702178.0,-91563114090.0,-22130395610.0,-69432718480.0,-91563114090.0,515049588088.0,-9471519691.0,-6300752294.0,241126528.0,-3411893925.0,-9471519691.0,505578068397.0,-113428935143.0,392149133254.0,-981158873.0,391167974381.0,392149133254.0,392150710841.0,-1577587.0,392149133254.0,391167974381.0,391169551907.0,-1577526.0,391167974381.0
12M 2022,823656040401.0,-421082609069.0,402573431332.0,-77804390342.0,-13702517760.0,-64101872582.0,-77804390342.0,324769040990.0,-7702833553.0,-3666241353.0,503354217.0,-4539946417.0,-7702833553.0,317066207437.0,-73973059808.0,243093147629.0,47047547112.0,290140694741.0,243093147629.0,243091834703.0,1312926.0,243093147629.0,290140694741.0,290139381891.0,1312850.0,290140694741.0
12M 2023,559468977416.0,-295770784754.0,263698192662.0,-72302270370.0,-8888871580.0,-63413398790.0,-72302270370.0,191395922292.0,9441848364.0,-3211637085.0,358696163.0,12294789286.0,9441848364.0,200837770656.0,-44799023817.0,156038746839.0,-7718284359.0,148320462480.0,156038746839.0,156015763164.0,22983675.0,156038746839.0,148320462480.0,148297451517.0,23010963.0,148320462480.0
12M 2024,909986179510.0,-468332877688.0,441653301822.0,-88197776653.0,-9136813082.0,-79060963571.0,-88197776653.0,353455525169.0,13617001786.0,-1700641877.0,3801816088.0,11515827575.0,13617001786.0,367072526955.0,-80498192010.0,286574334945.0,220411564.0,286794746509.0,286574334945.0,286535082278.0,39252667.0,286574334945.0,286794746509.0,286752698171.0,42048338.0,286794746509.0
