Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,356494039975.0,-242180677604.0,114313362371.0,-88042691723.0,-49505833920.0,-35079370786.0,-3457487017.0,-88042691723.0,26270670648.0,-7598854507.0,-7856209459.0,257354952.0,-7598854507.0,18671816141.0,-5975172160.0,12696643981.0,2385564149.0,15082208130.0,12696643980.0,13284895517.0,-588251537.0,12696643980.0,15082208129.0,15670459666.0,-588251537.0,15082208129.0
12M 2019,368160117955.0,-256670684107.0,111489433848.0,-92272916009.0,-53993955760.0,-35346030332.0,-2932929917.0,-92272916009.0,19216517839.0,-5749648497.0,-5835411727.0,85763230.0,-5749648497.0,13466869342.0,-3007707907.0,10459161435.0,-1267961937.0,9191199498.0,10459161435.0,10325793037.0,133368398.0,10459161435.0,9191199498.0,9059574970.0,131624528.0,9191199498.0
12M 2020,266840885116.0,-177860426855.0,88980458261.0,-83914220058.0,-44449992258.0,-29985906877.0,-9478320923.0,-83914220058.0,5066238203.0,-3076229071.0,-3600015948.0,523786877.0,-3076229071.0,1990009132.0,-4684242199.0,-2694233067.0,-3792727873.0,-6486960940.0,-2694233067.0,-1444414168.0,-1249818899.0,-2694233067.0,-6486960940.0,-5224257609.0,-1262703331.0,-6486960940.0
12M 2021,265767503437.0,-178102184479.0,87665318958.0,-80380375616.0,-53397659000.0,-30759984999.0,3777268383.0,-80380375616.0,7284943342.0,-2286404824.0,-3101357468.0,814952644.0,-2286404824.0,4998538518.0,-2188424844.0,2810113674.0,553338453.0,3363452127.0,2810113674.0,2972351644.0,-162237970.0,2810113674.0,3363452127.0,3531098210.0,-167646083.0,3363452127.0
12M 2022,312850177400.0,-218598878598.0,94251298802.0,-83097865505.0,-56599236559.0,-35339145033.0,8840516087.0,-83097865505.0,11153433297.0,-2986338618.0,-3068836707.0,82498089.0,-2986338618.0,8167094679.0,-2425656845.0,5741437834.0,93003673739.0,98745111573.0,5741437834.0,6219279955.0,-477842121.0,5741437834.0,98745111573.0,99194881728.0,-449770155.0,98745111573.0
12M 2023,364775355900.0,-254804756290.0,109970599610.0,-100035000668.0,-65042266112.0,-41118356833.0,6125622277.0,-100035000668.0,9935598942.0,-4206110801.0,-4265248199.0,59137398.0,-4206110801.0,5729488141.0,-1339722353.0,4389765788.0,1814097.0,4391579885.0,4389765788.0,5120742330.0,-730976542.0,4389765788.0,4391579885.0,5144288101.0,-752708216.0,4391579885.0
12M 2024,,-274410080733.000000,87104289532.000000,-126082351788.000000,-63874776501.000000,-40323728165.000000,-21883847122.000000,-126082351788.000000,-38978062256.000000,-2607681879.000000,-2607681879.000000,,-2607681879.000000,-41502934588.000000,-915504054.000000,-42418438642.000000,-2323413409.000000,-44741852051.000000,-42418438642.000000,-41404581152.000000,-1013857490.000000,-42418438642.000000,-44741852051.000000,-43738181243.000000,-1003670808.000000,-44741852051.000000
