Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2018,2.54,0.99,0.79,2.04,0.0,0.0,0.76,0.39,1.04
12M 2019,2.53,1.21,0.72,1.96,0.0,0.0,0.66,0.37,0.96
12M 2020,4.6,1.62,0.52,1.74,0.0,0.0,0.47,0.3,0.74
12M 2021,3.9,1.3,0.08,1.23,0.0,0.0,0.05,0.07,0.23
12M 2022,2.82,0.96,0.12,1.24,0.0,0.0,0.1,0.1,0.24
12M 2023,3.58,1.35,0.12,1.23,0.0,0.0,0.1,0.1,0.23
12M 2024,4.36,1.48,0.07,1.16,0.0,0.0,0.05,0.06,0.17
