Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2018,0.00 B,1037882.46,0.00,0.00,32.54 B,3.14%,6.40%,15.29%,3.34
12M 2019,0.00 B,806702.58,0.00,0.00,25.97 B,2.43%,4.77%,5.56%,3.29
12M 2020,0.00 B,-112844.86,-0.00,0.00,11.53 B,-0.39%,-0.68%,1.49%,1.41
12M 2021,2.17 B,1.37,107.30,1.20,13.99 B,0.72%,0.88%,2.07%,2.35
12M 2022,2.18 B,2.86,46.50,0.92,16.67 B,1.14%,1.42%,2.67%,3.63
12M 2023,2.18 B,2.35,55.32,0.78,21.78 B,0.94%,1.16%,2.09%,2.33
12M 2024,2.18 B,-19.04,-8.67,0.00,(29.12 B),-8.59%,-9.98%,-8.41%,-14.95
