Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,18 B,(19 B),(1 B),-72909.08
12M 2019,40 B,(8 B),32 B,2513392.66
12M 2020,36 B,(12 B),24 B,1886379.55
12M 2021,(4 B),(33 B),(37 B),-16.90
12M 2022,(11 B),(13 B),(23 B),-10.72
12M 2023,8 B,(6 B),1 B,0.65
12M 2024,12 B,(3 B),9 B,4.27
