Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Aset Pajak Tangguhan,Goodwill,Aset Tak Berwujud,Properti Investasi,Investasi Pada Entitas Asosiasi,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pemegang Saham,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembelian Aset Tetap,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembelian Aset Tetap,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Pajak Tangguhan,Utang Pemegang Saham,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Adjustment,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,5667772581.000000,61663080681.000000,53309080393.000000,8354000288.000000,61663080681.000000,5816656693.000000,2914156693.000000,2902500000.000000,5816656693.000000,123256543903.000000,6066015833.000000,202470069691.000000,,12611194200.000000,12611194200.000000,,12611194200.000000,5441921000.000000,252755871.000000,156382451.000000,147054758518.000000,,28376929029.000000,26992716255.000000,220886657324.000000,423356727015.000000,,,79805012331.000000,,13845151229.000000,847934844.000000,14693086073.000000,,6421762796.000000,,6421762796.000000,,2144922012.000000,1232172081.000000,,612162668.000000,54600906701.000000,55213069369.000000,100000000.000000,79805012331.000000,134985686374.000000,,,18402612674.000000,18402612674.000000,,,5407514700.000000,5407514700.000000,,89400900000.000000,21774659000.000000,134985686374.000000,214790698705.000000,,12800000000.000000,26612312881.000000,90086407722.000000,,90086407722.000000,90086407722.000000,1085026452.000000,,77982281255.000000,208566028310.000000,423356727015.000000,12800.000000
12M 2019,,,11924615813.000000,53093873589.000000,43634730118.000000,9459143471.000000,53093873589.000000,22578197990.000000,21678197990.000000,900000000.000000,22578197990.000000,101998745010.000000,6324648050.000000,195920080452.000000,,15443605446.000000,15443605446.000000,,15443605446.000000,8417179346.000000,252755871.000000,,148021142367.000000,,25106625678.000000,31648640890.000000,228889949598.000000,424810030050.000000,,,77565398162.000000,,14229751182.000000,1441084709.000000,15670835891.000000,,173901015.000000,2401599696.000000,2575500711.000000,,1139592661.000000,967846514.000000,,657151988.000000,56454470397.000000,57111622385.000000,100000000.000000,77565398162.000000,129487404079.000000,,,13247131679.000000,13247131679.000000,,,5263577400.000000,5263577400.000000,,84801900000.000000,26174795000.000000,129487404079.000000,207052802241.000000,,12800000000.000000,26612312881.000000,101724731503.000000,,101724731503.000000,101724731503.000000,1216650980.000000,,75403532444.000000,217757227808.000000,424810030049.000000,12800.000000
12M 2020,,,10394116764.000000,35122954404.000000,32094456185.000000,3028498219.000000,35122954404.000000,2009907393.000000,1108457393.000000,901450000.000000,2009907393.000000,95567760467.000000,4261975185.000000,147356714213.000000,,21383862704.000000,21383862704.000000,,21383862704.000000,6199115115.000000,252755871.000000,,146172662895.000000,12864095970.000000,31126755094.000000,1360465491.000000,219359713140.000000,366716427353.000000,,,32065775748.000000,,4243537644.000000,2557513058.000000,6801050702.000000,,178798180.000000,1684501730.000000,1863299910.000000,,1765902318.000000,1669500768.000000,,137316755.000000,19549986050.000000,19687302805.000000,278719245.000000,32065775748.000000,123380384737.000000,,32112200.000000,4603333333.000000,4635445533.000000,,,5263577400.000000,5263577400.000000,,84801900000.000000,28679461804.000000,123380384737.000000,155446160485.000000,,12800000000.000000,26612312881.000000,101592848079.000000,,101592848079.000000,101592848079.000000,-46052351.000000,,70311158259.000000,211270266868.000000,366716427353.000000,12800.000000
12M 2021,,,10087599028.000000,37744349506.000000,35947460866.000000,1796888640.000000,37744349506.000000,970270010.000000,841103466.000000,129166544.000000,970270010.000000,113191563608.000000,7893405519.000000,169887187671.000000,,21183574869.000000,20283574869.000000,900000000.000000,21183574869.000000,5953924085.000000,252755871.000000,,164642253867.000000,12451501624.000000,32549017144.000000,5087927565.000000,242120955025.000000,412008142696.000000,,,43600419007.000000,,11132898406.000000,2177182523.000000,13310080929.000000,,772647257.000000,1849478847.000000,2622126104.000000,,1083821664.000000,1204322758.000000,,69112200.000000,25159102507.000000,25228214707.000000,151852845.000000,43600419007.000000,32404785691.000000,,,2216666667.000000,2216666667.000000,,,4263205024.000000,4263205024.000000,,,25924914000.000000,32404785691.000000,76005204698.000000,,217500000000.000000,32742312881.000000,14997616956.000000,,14997616956.000000,14997616956.000000,-6616553.000000,,70769624714.000000,336002937998.000000,412008142696.000000,2175000000.000000
12M 2022,,,8951447003.000000,37235264184.000000,36360273413.000000,874990771.000000,37235264184.000000,23933865083.000000,23033865083.000000,900000000.000000,23933865083.000000,143090280366.000000,3795862763.000000,217006719399.000000,,,,,,5150969903.000000,252755871.000000,54054929.000000,5638390231.000000,11998544112.000000,299922905057.000000,4188223683.000000,327205843786.000000,544212563185.000000,,,76839284372.000000,,12420040252.000000,1215099142.000000,13635139394.000000,,750831513.000000,6833588672.000000,7584420185.000000,,952678555.000000,2734850600.000000,,522376000.000000,51312163897.000000,51834539897.000000,97655741.000000,76839284372.000000,29507910376.000000,,,246666667.000000,246666667.000000,,,,,7000330183.000000,,22260913526.000000,29507910376.000000,106347194748.000000,,217501475300.000000,32743316409.000000,23801277895.000000,500000000.000000,23301277895.000000,23801277895.000000,-26207764.000000,,163845506597.000000,437865368437.000000,544212563185.000000,2175014753.000000
12M 2023,,,10120385633.000000,42621311105.000000,41668204332.000000,953106773.000000,42621311105.000000,25264454682.000000,24287394262.000000,977060420.000000,25264454682.000000,135838774316.000000,4592658441.000000,218437584177.000000,,,,,,5335401360.000000,252755871.000000,38101221.000000,5782315724.000000,11767984631.000000,295436123066.000000,6267992394.000000,324880674267.000000,543318258444.000000,,,61057775992.000000,,6741432161.000000,423831744.000000,7165263905.000000,,886886433.000000,1470202046.000000,2357088479.000000,,1724700894.000000,2765490708.000000,,741206800.000000,46193986151.000000,46935192951.000000,110039055.000000,61057775992.000000,40033608852.000000,,,7913333329.000000,7913333329.000000,,,4091772168.000000,4091772168.000000,4914802171.000000,,23113701184.000000,40033608852.000000,101091384844.000000,,217501971100.000000,32743653553.000000,27199588875.000000,500000000.000000,26699588875.000000,27199588875.000000,-778915980.000000,,165560576052.000000,442226873600.000000,543318258444.000000,2175017439.000000
12M 2024,,,9843658509.000000,40589591746.000000,40589591746.000000,,40589591746.000000,1189854899.000000,212794479.000000,977060420.000000,1189854899.000000,109730237904.000000,4461169351.000000,165814512409.000000,,,,,,4761736769.000000,252755871.000000,709984886.000000,5557646273.000000,11318762091.000000,288591422722.000000,5270697918.000000,316463006530.000000,482277518939.000000,,,37994155128.000000,,11122965941.000000,,11122965941.000000,,1329311735.000000,553037104.000000,1882348839.000000,,634175412.000000,877414405.000000,,,23472303186.000000,23472303186.000000,4947345.000000,37994155128.000000,31265476799.000000,,,5666666661.000000,5666666661.000000,,,5061881188.000000,5061881188.000000,,,20536928950.000000,31265476799.000000,69259631927.000000,,227531611100.000000,39563808753.000000,-15521922014.000000,500000000.000000,-16021922014.000000,-15521922014.000000,-1782586787.000000,,163226975960.000000,413017887012.000000,482277518939.000000,2175017439.000000
