Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,2.70,157.60,2.70,157.56,36 B,,36 B,19 B,84 B
12M 2009,2.09,173.96,2.09,173.92,5 B,24 B,29 B,18 B,109 B
12M 2010,0.73,172.79,0.74,172.75,32 B,2 B,34 B,22 B,57 B
12M 2011,1.12,216.91,1.13,216.87,11 B,26 B,37 B,(100 B),116 B
12M 2012,0.61,232.76,-2.79,-51.21,72 B,224 B,296 B,5 B,119 B
12M 2013,1.94,242.76,-11.46,-41.00,69 B,388 B,457 B,429 B,(107 B)
12M 2014,2.26,276.71,-5.78,-108.08,52 B,"1,593 B","1,645 B","1,382 B",(13 B)
12M 2015,2.49,241.02,-4.18,-143.58,227 B,"1,628 B","1,855 B","1,806 B",8 B
12M 2016,4.40,246.34,-7.86,-137.98,56 B,"1,825 B","1,881 B","1,860 B",217 B
12M 2017,3.80,231.50,-5.05,-174.24,469 B,"1,435 B","1,904 B","1,875 B",(122 B)
12M 2018,2.22,188.48,-1.93,-216.16,711 B,"1,257 B","1,968 B","1,895 B",(283 B)
