Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,178 B,(618 B),(440 B),-508.19
12M 2020,547 B,(481 B),66 B,18.22
12M 2021,966 B,(151 B),815 B,224.45
12M 2022,"1,896 B",(411 B),"1,485 B",409.09
12M 2023,"1,031 B",(441 B),590 B,162.51
12M 2024,"1,706 B",(516 B),"1,190 B",327.85
