Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Laba (Rugi) Selisih Kurs,Laba (Rugi) Atas Penjualan Aset Tetap,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,2118741542217.000000,-2058253258448.000000,60488283769.000000,-265200361138.000000,-171279308829.000000,-93921052309.000000,-265200361138.000000,-204712077369.000000,-122319893164.000000,2302955777.000000,73790939561.000000,,-222694945559.000000,24281157057.000000,-122319893164.000000,-327031970533.000000,76032304510.000000,-17962794000.000000,93995098510.000000,,76032304510.000000,-250999666023.000000,4406250064.000000,-246593415959.000000,-250999666023.000000,-240097248664.000000,-10902417359.000000,-250999666023.000000,-246593415959.000000,-235863949725.000000,-10729466234.000000,-246593415959.000000
12M 2020,2617336401866.0,-2222065236176.0,395271165690.0,-265084973675.0,-164522262629.0,-100562711046.0,-265084973675.0,130186192015.0,-233867038164.0,621341997.0,4819297997.0,6567001.0,-230495746454.0,-8818498705.0,-233867038164.0,-103680846149.0,-23378181471.0,-28384406600.0,5007027541.0,-802412.0,-23378181471.0,-127059027620.0,6595403823.0,-120463623797.0,-127059027620.0,-120325584163.0,-6733443457.0,-127059027620.0,-120463623797.0,-114060512253.0,-6403111544.0,-120463623797.0
12M 2021,3390496525189.000000,-2443808561374.000000,946687963815.000000,-282176297997.000000,-174504196082.000000,-107672101915.000000,-282176297997.000000,664511665818.000000,-153120565795.000000,738983482.000000,-28337579286.000000,1173677661.000000,-203624782403.000000,76929134751.000000,-153120565795.000000,511391100023.000000,-103875069017.000000,-75716199020.000000,-28158869997.000000,,-103875069017.000000,407516031006.000000,27534352882.000000,435050383888.000000,407516031006.000000,384437177676.000000,23078853330.000000,407516031006.000000,435050383888.000000,410594455372.000000,24455928516.000000,435050383888.000000
12M 2022,4828633601246.0,-3212303628736.0,1616329972510.0,-311468340604.0,-236144916404.0,-75323424200.0,-311468340604.0,1304861631906.0,-311164666221.0,10106497197.0,-180290559460.0,-102579134.0,-174995614232.0,34117589408.0,-311164666221.0,993696965685.0,-244386026423.0,-184937289422.0,-58613773270.0,-834963731.0,-244386026423.0,749310939262.0,3373443064.0,752684382326.0,749310939262.0,709143944186.0,40166995076.0,749310939262.0,752684382326.0,712339564117.0,40344818209.0,752684382326.0
12M 2023,5062243740223.0,-4229329617617.0,832914122606.0,-453595132248.0,-312671698136.0,-140923434112.0,-453595132248.0,379318990358.0,-129467303240.0,24727370095.0,33314173326.0,995242764.0,-226219940026.0,37715850601.0,-129467303240.0,249851687118.0,-88172686286.0,-99968506728.0,14171757708.0,-2375937266.0,-88172686286.0,161679000832.0,2957986893.0,164636987725.0,161679000832.0,153570962880.0,8108037952.0,161679000832.0,164636987725.0,156361197621.0,8275790104.0,164636987725.0
12M 2024,5742983944479.0,-4424413676854.0,1318570267625.0,-441885229593.0,-274189504098.0,-167695725495.0,-441885229593.0,876685038032.0,-102006062466.0,36040129494.0,-35717503363.0,1326344171.0,-241400965999.0,137745933231.0,-102006062466.0,774678975566.0,-203224933785.0,-163772319322.0,-38046460526.0,-1406153937.0,-203224933785.0,571454041781.0,24073545091.0,595527586872.0,571454041781.0,542473400017.0,28980641764.0,571454041781.0,595527586872.0,565350916902.0,30176669970.0,595527586872.0
