Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Tanaman Perkebunan,Tanaman Telah Menghasilkan,Tanaman Belum Menghasilkan,Total Tanaman Perkebunan,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Utang Pihak Berelasi,Beban Akrual,Utang Pemegang Saham,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pemegang Saham,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,25416260990.000000,84801368690.000000,32526968529.000000,52274400161.000000,84801368690.000000,11220653341.000000,296582583.000000,10924070758.000000,11220653341.000000,378778081506.000000,379394133073.000000,879610497600.000000,,3806858412538.000000,3449622394130.000000,357236018408.000000,3806858412538.000000,217599772297.000000,2769225198762.000000,6793683383597.000000,7673293881197.000000,,,1623835693551.000000,,105824125.000000,311776358133.000000,311882182258.000000,,2785686436.000000,238937325031.000000,241723011467.000000,8691715150.000000,,111517712272.000000,,,648657906175.000000,,1028854659.000000,649686760834.000000,300334311570.000000,1623835693551.000000,2762391246496.000000,,,,2674737144158.000000,,1076881164.000000,2675814025322.000000,86577221174.000000,2762391246496.000000,4386226940047.000000,,866000000000.000000,2907499550.000000,-1407225406064.000000,-37449372122.000000,3862834219786.000000,3287066941150.000000,7673293881197.000000,866000000.000000
12M 2020,,,45019351674.000000,43442802570.000000,32652471773.000000,10790330797.000000,43442802570.000000,1985195741.000000,130492155.000000,1854703586.000000,1985195741.000000,429266993984.000000,318506169193.000000,838220513162.000000,,3697705572630.000000,3422154350616.000000,275551222014.000000,3697705572630.000000,222610251434.000000,3041791440510.000000,6962107264574.000000,7800327777736.000000,,,1017373587933.000000,,48643288231.000000,233095948167.000000,281739236398.000000,,20815822540.000000,136202864106.000000,157018686646.000000,23449104368.000000,,80001732309.000000,,,179017462612.000000,,636732538.000000,179654195150.000000,295510633062.000000,1017373587933.000000,4085412960636.000000,772560864010.000000,241734128.000000,,3188551345456.000000,,439172950.000000,3188990518406.000000,123619844092.000000,4085412960636.000000,5102786548569.000000,,3629411800000.000000,462087643325.000000,-1527550990227.000000,109381828848.000000,24210947221.000000,2697541229167.000000,7800327777736.000000,3629411800.000000
12M 2021,,,166445075824.000000,53128384993.000000,47218403362.000000,5909981631.000000,53128384993.000000,4675494310.000000,64289753.000000,4611204557.000000,4675494310.000000,505522786837.000000,457790459059.000000,1187562201023.000000,,3543646525776.000000,3210343741877.000000,333302783899.000000,3543646525776.000000,197314921621.000000,3005621277841.000000,6746582725238.000000,7934144926261.000000,,,854169641996.000000,,1208589084.000000,228382630841.000000,229591219925.000000,,18362369352.000000,117702017469.000000,136064386821.000000,61048779133.000000,,85977075557.000000,,,264601396699.000000,,615485978.000000,265216882677.000000,76271297883.000000,854169641996.000000,3894148675450.000000,723639918553.000000,11959861444.000000,,3042152606367.000000,,835936765.000000,3042988543132.000000,115560352321.000000,3894148675450.000000,4748318317446.000000,,3629411800000.000000,462087643325.000000,-1143113812551.000000,187072753124.000000,50368224917.000000,3185826608815.000000,7934144926261.000000,3629411800.000000
12M 2022,,,507768260273.000000,121356152799.000000,70608975680.000000,50747177119.000000,121356152799.000000,8639534502.000000,60261855.000000,8579272647.000000,8639534502.000000,802154860044.000000,368906161784.000000,1808824969402.000000,,3484399161218.000000,3111136043623.000000,373263117595.000000,3484399161218.000000,154768973443.000000,3176015830624.000000,6815183965285.000000,8624008934687.000000,,,2052811807452.000000,,570088759.000000,368049830809.000000,368619919568.000000,,26739033631.000000,157702982789.000000,184442016420.000000,121867718831.000000,,108323044126.000000,,,530783090150.000000,,408386604.000000,531191476754.000000,738367631753.000000,2052811807452.000000,2672185136094.000000,,28979170477.000000,,2549670734981.000000,,908125160.000000,2550578860141.000000,92627105476.000000,2672185136094.000000,4724996943546.000000,,3629411800000.000000,462087643325.000000,-433969868365.000000,187918571333.000000,53563844848.000000,3899011991141.000000,8624008934687.000000,3629411800.000000
12M 2023,,,475802009410.000000,178969428037.000000,79686742395.000000,99282685642.000000,178969428037.000000,23421034425.000000,117604667.000000,23303429758.000000,23421034425.000000,694195559439.000000,427890674148.000000,1800278705459.000000,,3349282462241.000000,3011014031409.000000,338268430832.000000,3349282462241.000000,162883348968.000000,3321590929067.000000,6833756740276.000000,8634035445735.000000,,,2594224802654.000000,,565902699.000000,362958591786.000000,363524494485.000000,,39263282926.000000,177977660698.000000,217240943624.000000,40577538471.000000,,125321051131.000000,,,705892065280.000000,467861055.000000,,706359926335.000000,1141200848608.000000,2594224802654.000000,1976161664215.000000,,23756092290.000000,,1828370850985.000000,,728220945.000000,1829099071930.000000,123306499995.000000,1976161664215.000000,4570386466869.000000,,3629411800000.000000,462087643325.000000,-280398905485.000000,196194361437.000000,56354079589.000000,4063648978866.000000,8634035445735.000000,3629411800.000000
12M 2024,,,815777415583.000000,138066584291.000000,84987986579.000000,53078597712.000000,138066584291.000000,33119867084.000000,158400875.000000,32961466209.000000,33119867084.000000,584870960852.000000,371292245506.000000,1943127073316.000000,,3358656505975.000000,3220419661828.000000,138236844147.000000,3358656505975.000000,119960654061.000000,3394940090024.000000,6873557250060.000000,8816684323376.000000,,,2572488067978.000000,,,256672295963.000000,256672295963.000000,,4218093237.000000,287743655141.000000,291961748378.000000,105324260597.000000,,152342077711.000000,,,661944631108.000000,470339475.000000,,662414970583.000000,1103772714746.000000,2572488067978.000000,2391460880162.000000,,25669832165.000000,,2175625082008.000000,,257881470.000000,2175882963478.000000,189908084519.000000,2391460880162.000000,4963948948140.000000,,3629411800000.000000,462087643325.000000,262074494532.000000,186203031407.000000,-687041594028.000000,3852735375236.000000,8816684323376.000000,3629411800.000000
