Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,3838.93,0.00,3838.93,649 B,"2,675 B","3,323 B","3,298 B",(744 B)
12M 2020,0.00,713.11,0.00,713.11,179 B,"3,961 B","4,140 B","4,095 B",(179 B)
12M 2021,3.89,826.24,3.89,826.24,265 B,"3,766 B","4,030 B","3,864 B",333 B
12M 2022,4.21,1022.51,4.21,1022.51,531 B,"2,550 B","3,080 B","2,573 B",(244 B)
12M 2023,4.97,1065.59,4.97,1065.59,706 B,"1,828 B","2,535 B","2,059 B",(794 B)
12M 2024,5.35,1010.23,5.35,1010.23,662 B,"2,176 B","2,838 B","2,022 B",(629 B)
