Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,151 B,(98 B),53 B,8108153.85
12M 2020,352 B,(623 B),(272 B),-41800615.38
12M 2021,698 B,(874 B),(176 B),-14.01
12M 2022,555 B,(884 B),(329 B),-131.47
12M 2023,202 B,"(1,542 B)","(1,340 B)",-454.47
12M 2024,744 B,"(1,446 B)",(702 B),-237.96
