Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,633853000000.000000,-518149000000.000000,115704000000.000000,-65730000000.000000,-65730000000.000000,-65730000000.000000,49974000000.000000,-45862000000.000000,-46723000000.000000,861000000.000000,-45862000000.000000,4112000000.000000,1643000000.000000,,1643000000.000000,1643000000.000000,5755000000.000000,303000000.000000,6058000000.000000,5755000000.000000,4168000000.000000,1587000000.000000,5755000000.000000,6058000000.000000,4373000000.000000,1685000000.000000,6058000000.000000
12M 2020,1021162000000.0,-680086000000.0,341076000000.0,-89017000000.0,-89017000000.0,-89017000000.0,252059000000.0,-96219000000.0,-79515000000.0,-16704000000.0,-96219000000.0,155840000000.0,-28123000000.0,-17631000000.0,-10492000000.0,-28123000000.0,127717000000.0,907000000.0,128624000000.0,127717000000.0,86342000000.0,41375000000.0,127717000000.0,128624000000.0,86856000000.0,41768000000.0,128624000000.0
12M 2021,1983781000000.0,-1169657000000.0,814124000000.0,-124152000000.0,-124152000000.0,-124152000000.0,689972000000.0,-118445000000.0,-102626000000.0,-15819000000.0,-118445000000.0,571527000000.0,-64891000000.0,-72525000000.0,7634000000.0,-64891000000.0,506636000000.0,575000000.0,507211000000.0,506636000000.0,403696000000.0,102940000000.0,506636000000.0,507211000000.0,404302000000.0,102909000000.0,507211000000.0
12M 2022,3265509000000.0,-2404161000000.0,861348000000.0,-185744000000.0,-185744000000.0,-185744000000.0,675604000000.0,-237069000000.0,-179086000000.0,-57983000000.0,-237069000000.0,438535000000.0,-57756000000.0,-62677000000.0,4921000000.0,-57756000000.0,380779000000.0,-522000000.0,380257000000.0,380779000000.0,301033000000.0,79746000000.0,380779000000.0,380257000000.0,300615000000.0,79642000000.0,380257000000.0
12M 2023,4045748000000.0,-3179036000000.0,866712000000.0,-494654000000.0,-494654000000.0,-494654000000.0,372058000000.0,82013000000.0,-258430000000.0,340443000000.0,82013000000.0,454071000000.0,-15116000000.0,-75381000000.0,60265000000.0,-15116000000.0,438955000000.0,-709000000.0,438246000000.0,438955000000.0,351078000000.0,87877000000.0,438955000000.0,438246000000.0,350511000000.0,87735000000.0,438246000000.0
12M 2024,3946077000000.0,-3402281000000.0,543796000000.0,-259380000000.0,-259380000000.0,-259380000000.0,284416000000.0,-180939000000.0,-371902000000.0,190963000000.0,-180939000000.0,103477000000.0,-97604000000.0,-62000000000.0,-35604000000.0,-97604000000.0,5873000000.0,1003000000.0,6876000000.0,5873000000.0,5494000000.0,379000000.0,5873000000.0,6876000000.0,6296000000.0,580000000.0,6876000000.0
