Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,,,,0.00
12M 2020,23 B,(9 B),14 B,9366620.81
12M 2021,29 B,(7 B),23 B,15052658.35
12M 2022,34 B,(20 B),15 B,6.75
12M 2023,10 B,(22 B),(12 B),-3.79
12M 2024,2 B,(38 B),(36 B),-11.45
