Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,,,0.0
12M 2020,26.74,2.57,13.85,15.46,13.65,,141.98,,10.48,,3.08,,5.41,,1.9
12M 2021,52.29,2.86,22.77,32.38,6.98,,127.76,,5.2,,1.56,,5.75,,1.94
12M 2022,47.87,0.03,13.09,34.81,7.63,,13150.48,,5.96,,1.85,,5.22,,2.58
12M 2023,71.3,5.22,12.11,64.41,5.12,4.18,69.88,69.88,5.25,4.63,1.32,1.05,1.94,1.94,5.45
12M 2024,88.55,12.13,10.32,90.36,4.12,4.54,30.09,26.98,4.27,3.07,1.09,1.05,2.32,2.32,5.44
