Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,15781616.16,0.00,0.00,41.98 B,16.21%,45.78%,68.24%,6.37
12M 2021,0.00 B,13069215.88,0.00,0.00,43.36 B,13.57%,30.17%,34.09%,9.29
12M 2022,2.20 B,16.63,0.00,0.00,65.17 B,22.94%,49.51%,47.79%,14.06
12M 2023,3.14 B,9.83,11.19,1.21,64.79 B,11.22%,15.42%,28.10%,9.20
12M 2024,3.14 B,7.65,9.93,0.77,59.37 B,8.24%,11.12%,16.50%,6.78
