Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,,,0.0
12M 2020,,,,,,,,,165.17,188.8,0.16,0.13,,,0.0
12M 2021,,,,,,,,,321.42,392.25,0.15,0.15,,,0.0
12M 2022,,,,,,,,,519.41,456.77,0.19,0.16,,,0.0
12M 2023,,,,,,,,,469.87,515.93,0.17,0.17,,,0.0
12M 2024,,,,,,,,,486.93,308.9,0.29,0.28,,,0.0
