Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(8 B),(0 B),(8 B),-2.63
12M 2020,(2 B),(0 B),(2 B),-0.37
12M 2021,(1 B),(0 B),(1 B),-0.22
12M 2022,9 B,(0 B),9 B,1.82
12M 2023,(3 B),(0 B),(3 B),-0.54
12M 2024,39 B,(1 B),38 B,7.66
