Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,102.33,0.00,102.30,,,,,
12M 2020,6.01,103.22,6.01,103.21,,,,,
12M 2021,9.33,107.21,9.33,107.20,,,,,
12M 2022,8.05,107.48,8.05,107.48,,,,,
12M 2023,5.38,108.67,5.38,108.67,,,,,
12M 2024,4.24,108.87,4.24,108.87,,,,,
