Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0
12M 2020,0.0,0.0,0.0,1.0,0.0,0.0,-0.0,0.0,0.0
12M 2021,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0
12M 2022,2.85,2.37,0.56,2.53,0.0,0.0,0.27,0.22,0.9
12M 2023,2.19,1.39,0.3,2.13,0.0,0.0,0.11,0.14,0.62
12M 2024,1.92,1.26,0.37,2.21,0.0,0.0,0.22,0.17,0.7
