Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,,,,-398.000000,,-398.000000,-398.000000,-398.000000,-102.000000,,,,-102.000000,-102.000000,-500.000000,,,,-500.000000,3151.000000,2651.000000,-500.000000,-500.000000,,-500.000000,2651.000000,2651.000000,,2651.000000
12M 2020,,,,,,,,,-20878.000000,,,-17967.000000,-2911.000000,-20878.000000,-20878.000000,,,,-20878.000000,-176993.000000,-197871.000000,-20878.000000,-20878.000000,,-20878.000000,-197871.000000,-197871.000000,,-197871.000000
12M 2021,,,,-5383.000000,,-5383.000000,-5383.000000,-5383.000000,21457.000000,149.000000,,,21308.000000,21457.000000,16074.000000,,,,16074.000000,172925.000000,188999.000000,16074.000000,16074.000000,,16074.000000,188999.000000,188999.000000,,188999.000000
12M 2022,455737485.0,-411330832.0,44406653.0,-13912406.0,-122807.0,-13789599.0,-13912406.0,30494247.0,6981884.0,295822.0,-21625994.0,850785.0,27461271.0,6981884.0,37476131.0,372028.0,372028.0,372028.0,37848159.0,-171873.0,37676286.0,37848159.0,21664301.0,16183858.0,37848159.0,37676286.0,21485455.0,16190831.0,37676286.0
12M 2023,1328326436.0,-1250849502.0,77476934.0,-29921896.0,-1192096.0,-28729800.0,-29921896.0,47555038.0,-14084910.0,5516434.0,-20037391.0,-34441.0,470488.0,-14084910.0,33470128.0,-164307.0,-164307.0,-164307.0,33305821.0,104992.0,33410813.0,33305821.0,6928852.0,26376969.0,33305821.0,33410813.0,7010290.0,26400523.0,33410813.0
12M 2024,1844695967.0,-1730586120.0,114109847.0,-34288748.0,-3197065.0,-31091683.0,-34288748.0,79821099.0,10290614.0,6621075.0,-7957749.0,-476870.0,12104158.0,10290614.0,90111713.0,-10605032.0,-10605032.0,-10605032.0,79506681.0,-63312.0,79443369.0,79506681.0,22781830.0,56724851.0,79506681.0,79443369.0,22602933.0,56840436.0,79443369.0
