Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Deposito Berjangka,Portofolio Efek,Others,Total Investasi Jangka Pendek,Pinjaman Yang Diberikan,Pihak Ketiga,Pihak Berelasi,Total Pinjaman Yang Diberikan,Piutang Pembiayaan Konsumen,Pihak Ketiga,Pihak Berelasi,Total Piutang Pembiayaan Konsumen,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Piutang Nasabah,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Piutang Pihak Berelasi,Aset Tetap,Investasi Pada Entitas Asosiasi,Properti Investasi,Goodwill,Aset Pajak Tangguhan,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Bank,Utang Pajak,Utang Nasabah,Utang Pada Lembaga Kliring Dan Penjaminan,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Bank,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2013,,,13430885065.000000,72633590315.000000,5531877866.000000,66553207449.000000,548505000.000000,72633590315.000000,,,,,,,,,1031765898.000000,411442140.000000,620323758.000000,1031765898.000000,397358065.000000,349016272.000000,48341793.000000,397358065.000000,,176198570.000000,209858417.000000,87879656330.000000,,899859416.000000,899859416.000000,,899859416.000000,,2848425172.000000,48623504363.000000,2358188374.000000,,790046730.000000,741398852.000000,1191583010.000000,57453005917.000000,145332662247.000000,,,19586414038.000000,,,,,,,40155765.000000,40155765.000000,,248484445.000000,,,,,385801892.000000,18911971936.000000,19586414038.000000,2532721409.000000,,,,,,2532721409.000000,2532721409.000000,22119135447.000000,,54818751000.000000,6655251348.000000,62281530843.000000,4550000000.000000,57731530843.000000,62281530843.000000,301081385.000000,-843087776.000000,123213526800.000000,145332662247.000000,219275004.000000
12M 2014,,,20386020474.000000,68638006425.000000,5867810628.000000,62770195797.000000,,68638006425.000000,,,,,,,,,635576490.000000,15036750.000000,620539740.000000,635576490.000000,483796632.000000,466960046.000000,16836586.000000,483796632.000000,,232399812.000000,63344100.000000,90439143933.000000,,7558154567.000000,7558154567.000000,,7558154567.000000,,2746651727.000000,58605209565.000000,2108758747.000000,,297894936.000000,698644232.000000,1338950193.000000,73354263967.000000,163793407900.000000,,,19192517095.000000,,,,,,,139781742.000000,139781742.000000,,157409810.000000,,,,,568632859.000000,18326692684.000000,19192517095.000000,3029047799.000000,,,,,,3029047799.000000,3029047799.000000,22221564894.000000,,56248501000.000000,6723879348.000000,78976816738.000000,5550000000.000000,73426816738.000000,78976816738.000000,308972144.000000,-686326224.000000,141571843006.000000,163793407900.000000,224994004.000000
12M 2015,,,2068524730.000000,55082517896.000000,6346585884.000000,48735932012.000000,,55082517896.000000,,,,,,,,,624025294.000000,39504330.000000,584520964.000000,624025294.000000,688231386.000000,492965410.000000,195265976.000000,688231386.000000,,181210046.000000,137668324.000000,58782177676.000000,,7073477279.000000,7073477279.000000,,7073477279.000000,,2668602051.000000,97726557418.000000,1922186084.000000,,,655889612.000000,2319944477.000000,112366656921.000000,171148834597.000000,,,20046757083.000000,,,,,,,155505762.000000,155505762.000000,,176463543.000000,,,,,538850298.000000,19175937480.000000,20046757083.000000,3791444169.000000,,,,,,3791444169.000000,3791444169.000000,23838201252.000000,,56248501000.000000,6723879348.000000,83478578358.000000,12600000000.000000,70878578358.000000,83478578358.000000,330298256.000000,529376383.000000,147310633345.000000,171148834597.000000,224994004.000000
12M 2016,,,186809973191.000000,135195282539.000000,6955430648.000000,128239851891.000000,,135195282539.000000,12723797848.000000,1285132150.000000,11438665698.000000,12723797848.000000,425009957.000000,,,425009957.000000,905470259.000000,,905470259.000000,905470259.000000,1681457137.000000,390456053.000000,1291001084.000000,1681457137.000000,,9829205.000000,214256741704.000000,552007561840.000000,,2660760262.000000,410760262.000000,2250000000.000000,2660760262.000000,17279862694.000000,6041547345.000000,,1736952713.000000,22024690445.000000,6741256021.000000,613134992.000000,1477908737.000000,58576113209.000000,610583675049.000000,,,61084565791.000000,,,,,,1000000000.000000,907086969.000000,1907086969.000000,220066146.000000,39973894544.000000,,,,,1144043867.000000,17839474265.000000,61084565791.000000,4097558993.000000,,,,,,4097558993.000000,4097558993.000000,65182124784.000000,,449988008000.000000,2405477564.000000,102116609718.000000,12600000000.000000,89516609718.000000,102116609718.000000,260680156.000000,-9369225173.000000,545401550265.000000,610583675049.000000,1799952032.000000
12M 2017,,,74813781448.000000,607655357388.000000,1293651036.000000,606361706352.000000,,607655357388.000000,178090147936.000000,177536481069.000000,553666867.000000,178090147936.000000,,,,,3531395180.000000,,3531395180.000000,3531395180.000000,42735366.000000,2000000.000000,40735366.000000,42735366.000000,,,12324451078.000000,876457868396.000000,,30333756.000000,17358694.000000,12975062.000000,30333756.000000,,7522764722.000000,,,22024690445.000000,722149781.000000,327807441.000000,2073006519.000000,32700752664.000000,909158621060.000000,,,30925359584.000000,,,,,,,3634449311.000000,3634449311.000000,,3862343234.000000,,,,,5750237774.000000,17678329265.000000,30925359584.000000,2536904335.000000,,,,,,2536904335.000000,2536904335.000000,33462263919.000000,,562542116000.000000,-474191510.000000,327094311612.000000,90000000000.000000,237094311612.000000,327094311612.000000,3161707.000000,-13469040669.000000,875696357140.000000,909158621059.000000,2249940040.000000
12M 2018,,,45509380257.000000,559816923904.000000,11343416669.000000,548473507235.000000,,559816923904.000000,287796056804.000000,287796056804.000000,,287796056804.000000,315156991.000000,,,315156991.000000,,,,,12992751018.000000,,12992751018.000000,12992751018.000000,279163900210.000000,,15718843641.000000,1201313012825.000000,,,,,,,61909949131.000000,,,24256954162.000000,1066764123.000000,262124432.000000,1984834750.000000,89480626598.000000,1290793639423.000000,,,338267993184.000000,,,,,,,321675540.000000,321675540.000000,45981848297.000000,7784334604.000000,9871742379.000000,18708661300.000000,1371213915.000000,,2970234191.000000,251258282958.000000,338267993184.000000,2701944620.000000,,,,,,2701944620.000000,2701944620.000000,340969937804.000000,,562542787250.000000,820293294.000000,281393649186.000000,113000000000.000000,168393649186.000000,281393649186.000000,81678277491.000000,23388694398.000000,949823701619.000000,1290793639423.000000,2250171149.000000
12M 2019,,,23919934207.000000,211527481394.000000,10800000000.000000,11404631200.000000,189322850194.000000,211527481394.000000,203471428657.000000,203471428657.000000,,203471428657.000000,758153457.000000,,,758153457.000000,,,,,23272833454.000000,,23272833454.000000,23272833454.000000,9598443954.000000,,15318609344.000000,487866884467.000000,,,,,,,61833748863.000000,,,22024690445.000000,6250927198.000000,228031898.000000,41157858250.000000,131495256654.000000,619362141121.000000,,,53206875841.000000,,,,,,,1273143041.000000,1273143041.000000,21939841047.000000,1209493047.000000,7486039289.000000,,836001274.000000,,926593353.000000,19535764790.000000,53206875841.000000,5298643578.000000,,,,,,5298643578.000000,5298643578.000000,58505519419.000000,,585341541000.000000,6291994194.000000,-124289365006.000000,113000000000.000000,-237289365006.000000,-124289365006.000000,69178205376.000000,24334246138.000000,560856621702.000000,619362141121.000000,2341366164.000000
12M 2020,,,21320299746.000000,172985733543.000000,,,172985733543.000000,172985733543.000000,153528840565.000000,153528840565.000000,,153528840565.000000,,,,,,,,,850154623.000000,,850154623.000000,850154623.000000,,,1919915158.000000,350604943635.000000,,,,,,,46487782159.000000,,,22024690445.000000,15729212889.000000,891586337.000000,54826175494.000000,139959447324.000000,490564390959.000000,,,8839761774.000000,,,,,,,1621424973.000000,1621424973.000000,3354341832.000000,386904631.000000,,,1032056915.000000,,2445033423.000000,,8839761774.000000,2434025457.000000,,,,,,2434025457.000000,2434025457.000000,11273787231.000000,,585341566000.000000,6292000194.000000,-196600774884.000000,113000000000.000000,-309600774884.000000,-196600774884.000000,60013446424.000000,24244365994.000000,479290603728.000000,490564390959.000000,2341366264.000000
12M 2021,,,96638740893.000000,99182624966.000000,,99182624966.000000,,99182624966.000000,,,,,66754747269.000000,65173809231.000000,1580938038.000000,66754747269.000000,,,,,3882892481.000000,,3882892481.000000,3882892481.000000,,,63365214822.000000,329824220431.000000,,,,,,,41490026203.000000,,,22024690445.000000,24626202483.000000,911980994.000000,54796298250.000000,143849198375.000000,473673418806.000000,,,62280505919.000000,,,,,,,17027450500.000000,17027450500.000000,,4818878242.000000,,,102888277.000000,,8301026013.000000,32030262887.000000,62280505919.000000,3880376460.000000,1651481802.000000,,,1651481802.000000,,2228894658.000000,3880376460.000000,66160882379.000000,,585341566000.000000,6292000194.000000,-259785992241.000000,113000000000.000000,-372785992241.000000,-259785992241.000000,49106661882.000000,26558300594.000000,407512536429.000000,473673418808.000000,2341366264.000000
