Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Penerimaan Kas Dari Transaksi Anjak Piutang,Penerimaan Kas Dari Transaksi Pinjaman Yang Diberikan,Penerimaan Kas Dari Transaksi Pembiayaan Konsumen,Penerimaan Kas Dari Kegiatan Manajer Investasi,Penghasilan Bunga Deposito Dan Jasa Giro,Pembayaran Kas Untuk Transaksi Pinjaman Yang Diberikan Bank Sehubungan Pembiayaan Konsumen (Without Resource),Penerimaan Dari Penghasilan Bunga,Pembayaran Transaksi Anjak Piutang,Pembayaran Transaksi Pinjaman Yang Diberikan,Pembayaran Kas Untuk Transaksi Pinjaman Yang Diberikan Bank Sehubungan Pembiayaan Konsumen,Pembayaran Kas Kepada Pemasok,Pembayaran Kas Kepada Direksi Dan Karyawan,Pembayaran Beban Umum Dan Administrasi,Penerimaan (Pembayaran) Kas Lain-Lain,Penerimaan Kas Lain-Lain,Pembayaran Kas Lain-Lain,Total Penerimaan (Pembayaran) Kas Lain-Lain,Pembayaran Kas Untuk Beban Bunga Dan Keuangan,Pembayaran Beban Bunga Liabilitas Sewa,Pembayaran (Penerimaan) Pajak,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Hasil Penjualan Aset Tetap,Pencairan Reksadana,Penempatan Reksadana,Pencairan Deposito Berjangka,Penempatan Deposito Berjangka,Pembelian Obligasi,Penjualan Obligasi,Pembelian Saham,Penjualan Saham,Penempatan Investasi Lain,Penambahan Properti Investasi,Penambahan Aset Tidak Berwujud,Penambahan Investasi Pada Entitas Asosiasi,Hasil Penjualan Investasi Pada Entitas Asosiasi,Pencairan Investasi Lain,Penjualan (Pembelian) Penyertaan Saham,Peningkatan Penyertaan Saham,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Setoran Modal Sehubungan Penawaran Umum Terbatas,Penerimaan Utang Bank,Pembayaran Utang Bank,Biaya Yang Dikeluarkan Sehubungan Dengan Penwaran Umum Terbatas Kepada Masyarakat,Pelaksanaan Waran,Tambahan Agio Saham,Pembayaran Dividen Tunai,Pembayaran Pendapatan Diterima Dimuka,Penerimaan (Pembayaran) Piutang Pihak Berelasi,Pembayaran Utang Lain-Lain,Hasil Penawaran Umum Terbatas,Hasil Waran Seri Ii Entitas Anak,Pembayaran Angsuran Pembiayaan,Pembayaran Liabilitas Sewa,Pelepasan Saham Entitas Anak,Peningkatan Modal Ditempatkan Dan Disetor Penuh,Tambahan Modal Disetor Dari Entitas Anak Yang Timbul Sehubungan Pengampunan Pajak,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Saldo Kas Entitas Anak Pada Saat Akuisisi,Rekening Yang Dibatasi Penggunaannya,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Reklasifikasi Akun,Kas Dan Setara Kas Akhir Periode
12M 2013,-982061487.000000,4672398111.000000,,,,,60149778.000000,,,,,,-5899386039.000000,-2315441803.000000,,,2456772897.000000,,2456772897.000000,,,43445569.000000,-982061487.000000,11589880291.000000,-207071647.000000,,18683395081.000000,-8999102385.000000,17751836294.000000,-805019358.000000,-16530931528.000000,6132966959.000000,,,,-125000000.000000,,-4500000000.000000,,,188806875.000000,,11589880291.000000,102142198.000000,,,,,3800301048.000000,,-3805407024.000000,,107248174.000000,,,,,,,,,102142198.000000,10709961002.000000,2695782550.000000,,,25141513.000000,,13430885065.000000
12M 2014,4012496891.000000,12227758253.000000,,,,,47805438.000000,,,,,,-4572312365.000000,-3734050630.000000,,,58622998.000000,,58622998.000000,,,-15326803.000000,4012496891.000000,10581740330.000000,-124493255.000000,,14368204485.000000,-5201100900.000000,,,,990625000.000000,,,,,,,,548505000.000000,,,10581740330.000000,-7654076406.000000,,,,,1498378000.000000,,-2407720688.000000,,-6744733718.000000,,,,,,,,,-7654076406.000000,6940160815.000000,13430885065.000000,,,14974594.000000,,20386020474.000000
12M 2015,-2114857213.000000,6662254055.000000,,,,,15096514.000000,,,,,,-3880361888.000000,-5710054207.000000,,,927206073.000000,,927206073.000000,,,-128997760.000000,-2114857213.000000,-12196800735.000000,-126889080.000000,1000000.000000,23165190132.000000,-14400000000.000000,,,-1060000000.000000,11963218213.000000,,,-5239320000.000000,,,-27000000000.000000,,,500000000.000000,,-12196800735.000000,-4039452829.000000,,,,,,,-4170698784.000000,,131245955.000000,,,,,,,,,-4039452829.000000,-18351110777.000000,20386020474.000000,,,33615033.000000,,2068524730.000000
12M 2016,-26518278093.000000,4773503258.000000,9294116540.000000,1305342612.000000,3663941069.000000,5256258594.000000,268718650.000000,-28733573137.000000,,,,-148795134.000000,-22607421490.000000,-4200272210.000000,,,4954252079.000000,,4954252079.000000,-79270683.000000,,-265078241.000000,-26518278093.000000,-209325605939.000000,-2819094327.000000,266800000.000000,15540092981.000000,-7136334059.000000,235070497.000000,,-11427841600.000000,7526475924.000000,-96352906609.000000,54620440103.000000,,,,,166000000000.000000,6221691151.000000,,-342000000000.000000,-209325605939.000000,395677876898.000000,393739507000.000000,,-1802246708.000000,-4318401784.000000,,,,,7949121558.000000,-40103168.000000,,,,,,,150000000.000000,395677876898.000000,159833992866.000000,2068524730.000000,24843519005.000000,,63936590.000000,,186809973191.000000
12M 2017,89726806568.000000,1961624881.000000,197000000000.000000,144344730120.000000,308956031.000000,18383912389.000000,3254664290.000000,-217310093526.000000,,,,,-539303613.000000,-17501194658.000000,,,9919012898.000000,-12636459002.000000,-2717446104.000000,,,-37459043242.000000,89726806568.000000,-348904637826.000000,-201541997.000000,71317444786.000000,32919318185.000000,-4780000000.000000,6955430648.000000,,-410000000000.000000,369083616663.000000,,79552536900.000000,-465049042307.000000,,,,,1297599296.000000,,-30000000000.000000,-348904637826.000000,111969161161.000000,112554108000.000000,,220066146.000000,-3813200606.000000,,,,,3031857621.000000,-23670000.000000,,,,,,,,111969161161.000000,-147208670097.000000,186809973191.000000,35212478353.000000,,,,74813781447.000000
12M 2018,-104844072533.000000,15140549929.000000,,,139979376074.000000,13397468228.000000,2542297244.000000,-218673215920.000000,,,,,-21881090012.000000,-26595322148.000000,,,550000000.000000,,550000000.000000,-4292755205.000000,,-5011380723.000000,-104844072533.000000,-67074941925.000000,-49802490734.000000,139823501.000000,556459261931.000000,-473314650436.000000,,,,,,,,,-57886187.000000,,,,,-100499000000.000000,-67074941925.000000,149159029678.000000,832350.000000,59588000000.000000,-13389485033.000000,-4586908189.000000,,,,,,,108000000000.000000,,-453409450.000000,,,,,149159029678.000000,-22759984780.000000,64813781448.000000,3455583589.000000,,,,45509380257.000000
12M 2019,12673823821.000000,29614130537.000000,,,207576003291.000000,18836336250.000000,5301688117.000000,-197943128521.000000,,,,,-7422260273.000000,-46840198446.000000,,,17853756200.000000,,17853756200.000000,-6631944131.000000,,-7670559203.000000,12673823821.000000,-39510036366.000000,-6611696876.000000,2499999.000000,781503139348.000000,-803454034380.000000,,-10800000000.000000,,,,,,,-149944457.000000,,,,,,-39510036366.000000,5246766495.000000,28270454650.000000,30603780096.000000,-54681172010.000000,,,,,,,,,818042400.000000,-535212641.000000,,770874000.000000,,,5246766495.000000,-21589446050.000000,45509380257.000000,,,,,23919934207.000000
12M 2020,-27495860792.000000,20651235196.000000,,,79811462427.000000,6299300299.000000,4487314307.000000,-47516617642.000000,,,,,-47476394856.000000,-25036247928.000000,,,-18175035695.000000,,-18175035695.000000,-1809101833.000000,-32191283.000000,1300416216.000000,-27495860792.000000,45388359771.000000,-148317455.000000,7811145000.000000,27951429347.000000,-187572000.000000,,10800000000.000000,,,,,,,-838325121.000000,,,,,,45388359771.000000,-20492133440.000000,31000.000000,,-18585499215.000000,,,,,,,,,,-1721056509.000000,-185608716.000000,,,,-20492133440.000000,-2599634461.000000,23919934207.000000,,,,,21320299746.000000
12M 2021,16342809602.000000,52629500000.000000,,,98254215730.000000,2437538032.000000,1993940407.000000,-51110449821.000000,,,,,-73213356493.000000,-13028956206.000000,,,,,,-163609807.000000,,-1456012240.000000,16342809602.000000,66016442088.000000,-135532400.000000,318832552.000000,61124201172.000000,-11921933475.000000,,17000000000.000000,,,,,,,-369125761.000000,,,,,,66016442088.000000,-7040810543.000000,,-2048971896.000000,-3354341833.000000,,,,,,,,,251781600.000000,-929168638.000000,,-960109776.000000,,,-7040810543.000000,75318441147.000000,21320299746.000000,,,,,96638740893.000000
