Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Pendapatan Bersih Ventura Bersama,Laba Kotor Setelah Ventura Bersama,Total Beban Usaha,Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Laba (Rugi) Selisih Kurs,Bagian Atas Hasil Bersih Entitas Asosiasi,Keuntungan Atas Penjualan Entitas Asosiasi,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Pra Akuisisi,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2013,7109103458.000000,-2578946163.000000,4530157295.000000,,4530157295.000000,-5414273083.000000,-5414273083.000000,,,,-5414273083.000000,-884115788.000000,5562956935.000000,,3186788521.000000,,,,2376168414.000000,5562956935.000000,4678841147.000000,-30386359.000000,-31255454.000000,869095.000000,,-30386359.000000,4648454788.000000,,,4648454788.000000,-2210339286.000000,2438115502.000000,4648454788.000000,4644722606.000000,3732182.000000,4648454788.000000,2438115502.000000,2434383320.000000,3732182.000000,2438115502.000000
12M 2014,18023429191.000000,-2913623513.000000,15109805678.000000,,15109805678.000000,-5773452597.000000,-5773452597.000000,,,,-5773452597.000000,9336353081.000000,10202508920.000000,,9981705202.000000,,,,220803718.000000,10202508920.000000,19538862001.000000,-585745307.000000,-93593513.000000,-492151794.000000,,-585745307.000000,18953116694.000000,,,18953116694.000000,156761552.000000,19109878246.000000,18953116694.000000,18945225935.000000,7890759.000000,18953116694.000000,19109878246.000000,19101987487.000000,7890759.000000,19109878246.000000
12M 2015,6846109558.000000,-3506165267.000000,3339944291.000000,,3339944291.000000,-6931750968.000000,-6931750968.000000,,,,-6931750968.000000,-3591806677.000000,12956736504.000000,,10486835344.000000,,,,2469901160.000000,12956736504.000000,9364929827.000000,-330611846.000000,-43554144.000000,-287057702.000000,,-330611846.000000,9034317981.000000,,,9034317981.000000,-463633192.000000,8570684789.000000,9034317981.000000,8999344813.000000,34973168.000000,9034317981.000000,8570684789.000000,8533712430.000000,36972359.000000,8570684789.000000
12M 2016,-13422951126.000000,-2737133148.000000,-16160084274.000000,,-16160084274.000000,-19756416352.000000,-19756416352.000000,,,,-19756416352.000000,-35916500626.000000,91335647404.000000,,10328437570.000000,57974760931.000000,,,23032448903.000000,91335647404.000000,55419146778.000000,-36847320153.000000,-32176725023.000000,-4670595130.000000,,-36847320153.000000,18571826625.000000,,,18571826625.000000,-10040014921.000000,8531811704.000000,18571826625.000000,18638031360.000000,-66204735.000000,18571826625.000000,8531811704.000000,8589429804.000000,-57618100.000000,8531811704.000000
12M 2017,214025744461.000000,,214025744461.000000,,214025744461.000000,-52497636683.000000,-52497636683.000000,,,,-52497636683.000000,161528107778.000000,75368778355.000000,,,,,,75368778355.000000,75368778355.000000,236896886133.000000,-11916083688.000000,-5765723298.000000,-6150360390.000000,,-11916083688.000000,224980802445.000000,,,224980802445.000000,-413795417.000000,224567007028.000000,224980802445.000000,224977701894.000000,3100551.000000,224980802445.000000,224567007028.000000,224563845321.000000,3161707.000000,224567007028.000000
12M 2018,298410987.000000,,298410987.000000,,298410987.000000,-49741039827.000000,,-785909390.000000,-50502250010.000000,1547119573.000000,-49741039827.000000,-49442628840.000000,-4822029400.000000,,,,,-4822029400.000000,,-4822029400.000000,-54264658240.000000,-6600396754.000000,,,,-6600396754.000000,-60865054994.000000,,,-60865054994.000000,9931766743.000000,-50933288251.000000,-60865054994.000000,-62540088451.000000,1675033457.000000,-60865054994.000000,-50933288251.000000,-52609525860.000000,1676237609.000000,-50933288251.000000
12M 2019,-309993361316.000000,,-309993361316.000000,,-309993361316.000000,-104089837077.000000,,,-76142792598.000000,-27947044479.000000,-104089837077.000000,-414083198393.000000,-6667328795.000000,,,,,-6667328795.000000,,-6667328795.000000,-420750527188.000000,1974273936.000000,,,,1974273936.000000,-418776253252.000000,,,-418776253252.000000,-69631047.000000,-418845884299.000000,-418776253252.000000,-405683014192.000000,-13093239060.000000,-418776253252.000000,-418845884299.000000,-405764716187.000000,-13081168112.000000,-418845884299.000000
12M 2020,34354878512.000000,,34354878512.000000,,34354878512.000000,-124404643511.000000,,,-48736136439.000000,-75668507072.000000,-124404643511.000000,-90049764999.000000,-1643315489.000000,,,,,-1643315489.000000,,-1643315489.000000,-91693080488.000000,9418871788.000000,,,,9418871788.000000,-82274208700.000000,,,-82274208700.000000,-138019514.000000,-82412228214.000000,-82274208700.000000,-73150313118.000000,-9123895582.000000,-82274208700.000000,-82412228214.000000,-73247469262.000000,-9164758952.000000,-82412228214.000000
12M 2021,-58195374930.000000,,-58195374930.000000,,-58195374930.000000,-104132425494.000000,,,-36369146446.000000,-67763279048.000000,-104132425494.000000,-162327800424.000000,-171646059.000000,,,,,-171646059.000000,,-171646059.000000,-162499446483.000000,7717542990.000000,,,,7717542990.000000,-154781903493.000000,,,-154781903493.000000,2346275291.000000,-152435628202.000000,-154781903493.000000,-143842777836.000000,-10939125657.000000,-154781903493.000000,-152435628203.000000,-141528843661.000000,-10906784542.000000,-152435628203.000000
