Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,(19 B),(1 B),(20 B),-11.18
12M 2017,(87 B),(1 B),(88 B),-49.14
12M 2018,3 B,(2 B),2 B,0.97
12M 2019,(35 B),(3 B),(38 B),-21.31
12M 2020,(63 B),(4 B),(67 B),-37.32
12M 2021,(3 B),(1 B),(4 B),-2.40
12M 2022,64 B,(1 B),63 B,35.12
12M 2023,(15 B),(3 B),(17 B),-9.67
12M 2024,13 B,(0 B),13 B,7.02
