Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2016,0.93,441.40,0.93,441.05,,,,,
12M 2017,1.63,261.13,1.63,260.78,,,,,
12M 2018,0.87,251.46,0.87,251.10,,,,,
12M 2019,0.83,251.91,0.83,251.56,,,,,
12M 2020,1.21,266.93,1.22,266.58,,,,,
12M 2021,1.61,276.63,1.61,276.28,,,,,
12M 2022,2.04,331.49,2.41,280.38,,,,,
12M 2023,1.72,349.82,2.07,289.62,,,,,
12M 2024,1.86,338.36,2.28,276.49,,,,,
