Period,Aset,Kas Dan Setara Kas,Deposito Berjangka,Portofolio Efek,Pihak Berelasi,Pihak Ketiga,Total Portofolio Efek,Deposito Pada Lembaga Kliring Dan Penjaminan,Piutang Pada Lembaga Kliring Dan Penjaminan,Piutang Nasabah,Pihak Berelasi,Pihak Ketiga,Total Piutang Nasabah,Piutang Lain-Lain,Aset Tak Berwujud,Investasi Pada Entitas Asosiasi,Aset Tetap,Aset Pajak Tangguhan,Adjustment,Others,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Utang Pada Lembaga Kliring Dan Penjaminan,Utang Nasabah,Pihak Berelasi,Pihak Ketiga,Total Utang Nasabah,Beban Akrual,Utang Pajak,Liabilitas Keuangan Lainnya,Pihak Berelasi,Pihak Ketiga,Total Liabilitas Keuangan Lainnya,Utang Obligasi,Liabilitas Pajak Tangguhan,Utang Lain-Lain,Adjustment,Others,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,359928716420.000000,,,,22500383469.000000,22500383469.000000,3840000682.000000,81641725400.000000,,,173171086557.000000,173171086557.000000,,630500000.000000,70030083697.000000,26204427919.000000,1291603035.000000,,432233308629.000000,1171471835808.000000,,,60324440100.000000,205850126728.000000,,,205850126728.000000,2885976938.000000,1806433503.000000,3635722442.000000,365276472.000000,3270445970.000000,3635722442.000000,100000000000.000000,,,-122084961269.000000,124534536291.000000,376952274733.000000,,180000000000.000000,336527919892.000000,278108100284.000000,500000000.000000,277608100284.000000,278108100284.000000,,-116459102.000000,794519561074.000000,1171471835807.000000,1800000000.000000
12M 2017,,183156009809.000000,,,36780407233.000000,33708470372.000000,70488877605.000000,,56081887424.000000,,423183825.000000,53237914506.000000,53661098331.000000,,630500000.000000,72212603477.000000,20507192081.000000,1043611723.000000,,183398654856.000000,641180435306.000000,,,,59316934096.000000,26610254096.000000,32706680000.000000,59316934096.000000,3931155806.000000,1518461197.000000,2690918884.000000,287144526.000000,2403774358.000000,2690918884.000000,,,,,103690107588.000000,171147577571.000000,,180000000000.000000,336527919892.000000,-46512233177.000000,500000000.000000,-47012233177.000000,-46512233177.000000,,17171020.000000,470032857735.000000,641180435306.000000,1800000000.000000
12M 2018,,193061954490.000000,,,31816004573.000000,11812561845.000000,43628566418.000000,,98638657124.000000,,,28649576062.000000,28649576062.000000,,630500000.000000,72925322882.000000,16728592476.000000,1442813313.000000,,133345215950.000000,589051198715.000000,,,,18977957991.000000,18977957991.000000,,18977957991.000000,2118639357.000000,2584811838.000000,5778874798.000000,2905687287.000000,2873187511.000000,5778874798.000000,,,,,106971472766.000000,136431756750.000000,,180000000000.000000,336527919892.000000,-60878761086.000000,500000000.000000,-61378761086.000000,-60878761086.000000,,-3029716841.000000,452619441965.000000,589051198715.000000,1800000000.000000
12M 2019,,164655450708.000000,,,163637646757.000000,9960737585.000000,173598384342.000000,,6776003185.000000,,,54272938776.000000,54272938776.000000,,630500000.000000,47804157486.000000,15951133909.000000,1566144720.000000,,116652399790.000000,581907112916.000000,,,,10093732176.000000,705319781.000000,9388412395.000000,10093732176.000000,2435288103.000000,1123585549.000000,12301550941.000000,116308417.000000,12185242524.000000,12301550941.000000,,,,,102523232559.000000,128477389328.000000,,180000000000.000000,336527919892.000000,-63149880010.000000,500000000.000000,-63649880010.000000,-63149880010.000000,,51683706.000000,453429723588.000000,581907112916.000000,1800000000.000000
12M 2020,,133275298570.000000,,,205162889691.000000,8013003855.000000,213175893546.000000,,873228853.000000,,,77377419405.000000,77377419405.000000,,630500000.000000,,15450332580.000000,4540509190.000000,,168884526353.000000,614207708497.000000,,,,26186403690.000000,4380000.000000,26182023690.000000,26186403690.000000,1770518607.000000,1794829508.000000,1631002015.000000,,1631002015.000000,1631002015.000000,,,,,102354969038.000000,133737722858.000000,,180000000000.000000,336527919892.000000,-37099360661.000000,500000000.000000,-37599360661.000000,-37099360661.000000,,1041426408.000000,480469985639.000000,614207708497.000000,1800000000.000000
12M 2021,,122156882296.000000,2400000000.000000,,190271314724.000000,7144634547.000000,197415949271.000000,,,,,,,11409808531.000000,630500000.000000,,12617422300.000000,4467443635.000000,,284249337832.000000,635347343865.000000,,,,132893353181.000000,,132893353181.000000,132893353181.000000,1585459795.000000,786948945.000000,3000000.000000,,3000000.000000,3000000.000000,,,,,2138627259.000000,137407389180.000000,,180000000000.000000,336527919892.000000,-16137306472.000000,500000000.000000,-16637306472.000000,-16137306472.000000,,-2450658735.000000,497939954685.000000,635347343865.000000,1800000000.000000
12M 2022,,5327996141.000000,4500000000.000000,,349357998749.000000,43781209430.000000,393139208179.000000,,2706031596.000000,,,,,12765793508.000000,92000000000.000000,,10151102335.000000,2293614572.000000,,206234843142.000000,729118589473.000000,,,,121072803800.000000,,121072803800.000000,121072803800.000000,1150131206.000000,1527372758.000000,,,,,,4873007.000000,6189227141.000000,,2283389156.000000,132227797068.000000,,180000000000.000000,319490785796.000000,3340130355.000000,500000000.000000,2840130355.000000,3340130355.000000,215409649.000000,93844466605.000000,596890792405.000000,729118589473.000000,1800000000.000000
12M 2023,,44322004379.000000,4500000000.000000,,267069372798.000000,55924057855.000000,322993430653.000000,,898035707.000000,,,,,18987270521.000000,108365000000.000000,,8710388831.000000,3772259885.000000,,246259685486.000000,758808075462.000000,,,,122369885957.000000,,122369885957.000000,122369885957.000000,1401280856.000000,835763114.000000,,,,,,,1457735170.000000,,2867307310.000000,128931972407.000000,,180000000000.000000,319490785796.000000,39442905541.000000,500000000.000000,38942905541.000000,39442905541.000000,201752915.000000,90740658803.000000,629876103055.000000,758808075462.000000,1800000000.000000
12M 2024,,70543159127.000000,4500000000.000000,,223879398333.000000,22299019954.000000,246178418287.000000,,637667469.000000,,,,,52178466428.000000,111365000000.000000,,4973037792.000000,4610403381.000000,,238140252262.000000,733126404746.000000,,,,116323164791.000000,,116323164791.000000,116323164791.000000,1245851200.000000,893327983.000000,,,,,,,3010018701.000000,,2435135618.000000,123907498293.000000,,180000000000.000000,319490785796.000000,24762824693.000000,500000000.000000,24262824693.000000,24762824693.000000,166818182.000000,84798477782.000000,609218906453.000000,733126404746.000000,1800000000.000000
