Period,Total Pendapatan,Komisi Dari Transaksi Perantara Pedagang Efek,Jasa Penjaminan Emisi Dan Penjualan Efek,Others,Total Pendapatan,Total Beban Usaha,Beban Pemasaran,Beban Usaha,Beban Tenaga Kerja,Beban Penyusutan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Laba (Rugi) Atas Penjualan Aset Tetap,Pendapatan Keuangan,Beban Bunga,Bagian Atas Hasil Bersih Entitas Asosiasi,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Proforma Laba Bersih Dari Transaksi Restrukturisasi Entitas Sepengendali,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,90492306328.000000,86286458590.000000,1006944438.000000,3198903300.000000,90492306328.000000,-59084173410.000000,-27047286608.000000,,-13536093941.000000,-5841508456.000000,-6962612573.000000,-5696671832.000000,-59084173410.000000,31408132918.000000,-161581427657.000000,,16836073661.000000,-8387958873.000000,8408938535.000000,,-178438480980.000000,-161581427657.000000,-130173294739.000000,-1779680505.000000,,,,-1779680505.000000,,-131952975244.000000,-587821833.000000,-132540797077.000000,-131952975244.000000,-131952975244.000000,,-131952975244.000000,-132540797077.000000,-132540797077.000000,,-132540797077.000000
12M 2017,36870218951.000000,30413682031.000000,3073983265.000000,3382553655.000000,36870218951.000000,-57776034202.000000,-12879797630.000000,,-16671974254.000000,-6822546850.000000,-6434818034.000000,-14966897434.000000,-57776034202.000000,-20905815251.000000,-70308279675.000000,140598158.000000,20966095091.000000,-13095370176.000000,2942319652.000000,,-81261922400.000000,-70308279675.000000,-91214094926.000000,-203690794.000000,,,-3712912041.000000,-203690794.000000,,-95130697761.000000,523062418.000000,-94607635343.000000,-95130697761.000000,-95130697761.000000,,-95130697761.000000,-94607635343.000000,-94607635343.000000,,-94607635343.000000
12M 2018,21835055315.000000,21085625865.000000,17585250.000000,731844200.000000,21835055315.000000,-50924617466.000000,-12467744707.000000,,-18082946069.000000,-5369624536.000000,-5514225375.000000,-9490076779.000000,-50924617466.000000,-29089562151.000000,17206241681.000000,9111364.000000,31726592076.000000,-13841546.000000,3718209319.000000,,-18233829532.000000,17206241681.000000,-11883320470.000000,318939737.000000,,,-2602759563.000000,318939737.000000,,-14167140296.000000,,-14167140296.000000,-14167140296.000000,-14167140296.000000,,-14167140296.000000,-14167140296.000000,-14167140296.000000,,-14167140296.000000
12M 2019,38564818697.000000,37986665929.000000,349419399.000000,228733369.000000,38564818697.000000,-50961787005.000000,-15873845086.000000,,-17175237828.000000,-4196993539.000000,-6517187779.000000,-7198522773.000000,-50961787005.000000,-12396968308.000000,11352529354.000000,159545454.000000,36947768014.000000,-471270606.000000,-28050843702.000000,,2767330194.000000,11352529354.000000,-1044438954.000000,612358638.000000,,,-3154398061.000000,612358638.000000,,-3586478377.000000,,-3586478377.000000,-3586478377.000000,-3586478377.000000,,-3586478377.000000,-3586478377.000000,-3586478377.000000,,-3586478377.000000
12M 2020,23086801063.000000,23013099186.000000,8800200.000000,64901677.000000,23086801063.000000,-29515835900.000000,-3975510302.000000,,-10705647574.000000,-4343997126.000000,-4602342075.000000,-5888338823.000000,-29515835900.000000,-6429034837.000000,43745208374.000000,490812324.000000,19883803664.000000,-133373841.000000,-17278334958.000000,,40782301185.000000,43745208374.000000,37316173537.000000,-2223314692.000000,,717696676.000000,-2941011368.000000,-2223314692.000000,,35092858845.000000,-184869723.000000,34907989122.000000,35092858845.000000,35092858845.000000,,35092858845.000000,34907989122.000000,34907989122.000000,,34907989122.000000
12M 2021,61729945882.000000,,,,61729945882.000000,-34896607974.000000,,-34896607974.000000,,,,,-34896607974.000000,26833337908.000000,-4813271072.000000,,,-25020358.000000,,,-4788250714.000000,-4813271072.000000,22020066836.000000,-1058012647.000000,,-1058012647.000000,,-1058012647.000000,,20962054189.000000,-3492085143.000000,17469969046.000000,20962054189.000000,20962054189.000000,,20962054189.000000,17469969046.000000,17469969046.000000,,17469969046.000000
12M 2022,73305319033.000000,,,,73305319033.000000,-35006411809.000000,,-35006411809.000000,,,,,-35006411809.000000,38298907224.000000,1455610568.000000,,,-8125355.000000,,,1463735923.000000,1455610568.000000,39754517792.000000,-2473431511.000000,-949437202.000000,-1523994309.000000,,-2473431511.000000,-1041125835.000000,36239960446.000000,96505560660.000000,132745521106.000000,36239960446.000000,36227979523.000000,11980923.000000,36239960446.000000,132745521106.000000,132751543176.000000,-6022070.000000,132745521106.000000
12M 2023,68806806264.000000,,,,68806806264.000000,-31771192650.000000,,-31771192650.000000,,,,,-31771192650.000000,37035613614.000000,-2438275158.000000,,,-15227167.000000,,,-2423047991.000000,-2438275158.000000,34597338456.000000,1490227638.000000,,1490227638.000000,,1490227638.000000,,36087566094.000000,-3102255444.000000,32985310650.000000,36087566094.000000,36102775186.000000,-15209092.000000,36087566094.000000,32985310650.000000,32998967384.000000,-13656734.000000,32985310650.000000
12M 2024,54742788301.000000,,,,54742788301.000000,-31376237680.000000,,-31376237680.000000,,,,,-31376237680.000000,23366550621.000000,-2626026286.000000,,,-30802332.000000,,,-2595223954.000000,-2626026286.000000,20740524335.000000,557242737.000000,-292844072.000000,850086809.000000,,557242737.000000,,21297767072.000000,-5867397275.000000,15430369797.000000,21297767072.000000,21313618687.000000,-15851615.000000,21297767072.000000,15430369797.000000,15465304530.000000,-34934733.000000,15430369797.000000
