Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.00,203959.44,0.00,203959.44,,,,,
12M 2009,1.29,626.75,1.29,626.75,,,,,
12M 2010,2.13,739.87,2.13,739.87,,,,,
12M 2011,1.40,828.62,1.40,828.62,,,,,
12M 2012,1.46,992.51,1.46,992.51,,,,,
12M 2013,0.80,1093.89,0.80,1093.89,,,,,
12M 2014,1.04,1155.07,1.04,1155.07,,,,,
12M 2015,0.99,1309.74,0.99,1309.74,,,,,
12M 2016,0.96,1806.47,0.96,1806.47,,,,,
12M 2017,1.75,2045.65,1.75,2045.65,,,,,
12M 2018,1.13,2251.22,1.13,2251.22,,,,,
12M 2019,0.94,2250.82,0.94,2250.82,,,,,
12M 2020,0.91,1887.43,0.91,1887.43,,,,,
12M 2021,0.86,2021.40,0.86,2021.40,,,,,
12M 2022,0.55,2446.59,0.55,2446.59,,,,,
12M 2023,0.58,2171.74,0.58,2171.74,,,,,
12M 2024,0.49,2320.85,0.49,2320.85,,,,,
