Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,18562000000.000000,146870000000.000000,145694000000.000000,1176000000.000000,146870000000.000000,4818000000.000000,3534000000.000000,1284000000.000000,4818000000.000000,116626000000.000000,7572000000.000000,294448000000.000000,,12138000000.000000,301899000000.000000,11031000000.000000,40159000000.000000,365227000000.000000,659675000000.000000,,,183041000000.000000,19758000000.000000,,64254000000.000000,17590000000.000000,81844000000.000000,,46594000000.000000,1688000000.000000,48282000000.000000,12150000000.000000,20721000000.000000,,,286000000.000000,,286000000.000000,,183041000000.000000,24941000000.000000,,,405000000.000000,,405000000.000000,24536000000.000000,24941000000.000000,207982000000.000000,,67445000000.000000,169753000000.000000,214479000000.000000,,,214479000000.000000,16000000.000000,451693000000.000000,659675000000.000000,674448800.000000
12M 2019,,,20427000000.000000,183750000000.000000,159258000000.000000,24492000000.000000,183750000000.000000,4102000000.000000,2404000000.000000,1698000000.000000,4102000000.000000,121023000000.000000,11873000000.000000,341175000000.000000,,25997000000.000000,418662000000.000000,10729000000.000000,18728000000.000000,474116000000.000000,815291000000.000000,,,181222000000.000000,15024000000.000000,,71577000000.000000,20477000000.000000,92054000000.000000,,9168000000.000000,18311000000.000000,27479000000.000000,12190000000.000000,22965000000.000000,,11224000000.000000,286000000.000000,,11510000000.000000,,181222000000.000000,75321000000.000000,,45115000000.000000,119000000.000000,,45234000000.000000,30087000000.000000,75321000000.000000,256543000000.000000,,67445000000.000000,169753000000.000000,321529000000.000000,,,321529000000.000000,21000000.000000,558748000000.000000,815291000000.000000,674448800.000000
12M 2020,,,67047000000.000000,321351000000.000000,308203000000.000000,13148000000.000000,321351000000.000000,3863000000.000000,1722000000.000000,2141000000.000000,3863000000.000000,139083000000.000000,25580000000.000000,556924000000.000000,,24174000000.000000,469798000000.000000,16263000000.000000,19623000000.000000,529858000000.000000,1086782000000.000000,,,275469000000.000000,41000000.000000,,119462000000.000000,19367000000.000000,138829000000.000000,,4415000000.000000,,4415000000.000000,49556000000.000000,71999000000.000000,,8964000000.000000,119000000.000000,,9083000000.000000,1546000000.000000,275469000000.000000,76934000000.000000,,40564000000.000000,,,40564000000.000000,36370000000.000000,76934000000.000000,352403000000.000000,,67445000000.000000,169753000000.000000,497152000000.000000,,,497152000000.000000,29000000.000000,734379000000.000000,1086782000000.000000,674448800.000000
12M 2021,,,3661841000000.000000,634488000000.000000,628086000000.000000,6402000000.000000,634488000000.000000,22032000000.000000,5188000000.000000,16844000000.000000,22032000000.000000,462547000000.000000,51400000000.000000,4832308000000.000000,,25808000000.000000,667666000000.000000,20431000000.000000,57566000000.000000,771471000000.000000,5603779000000.000000,,,844888000000.000000,,,326675000000.000000,9985000000.000000,336660000000.000000,,27865000000.000000,8173000000.000000,36038000000.000000,199966000000.000000,250966000000.000000,,8762000000.000000,,132000000.000000,8894000000.000000,12364000000.000000,844888000000.000000,61952000000.000000,,32827000000.000000,,,32827000000.000000,29125000000.000000,61952000000.000000,906840000000.000000,,79347000000.000000,3727518000000.000000,890024000000.000000,13489000000.000000,876535000000.000000,890024000000.000000,50000000.000000,4696939000000.000000,5603779000000.000000,7934683000.000000
12M 2022,,,2159295000000.000000,771409000000.000000,763777000000.000000,7632000000.000000,771409000000.000000,9046000000.000000,7468000000.000000,1578000000.000000,9046000000.000000,908647000000.000000,176818000000.000000,4025215000000.000000,,31282000000.000000,1266586000000.000000,25325000000.000000,874843000000.000000,2198036000000.000000,6223251000000.000000,,,915865000000.000000,10000000.000000,,390220000000.000000,32796000000.000000,423016000000.000000,,35729000000.000000,,35729000000.000000,124393000000.000000,311358000000.000000,,10992000000.000000,,,10992000000.000000,10367000000.000000,915865000000.000000,49054000000.000000,,23551000000.000000,,,23551000000.000000,25503000000.000000,49054000000.000000,964919000000.000000,,79347000000.000000,3727518000000.000000,1451375000000.000000,15869000000.000000,1435506000000.000000,1451375000000.000000,92000000.000000,5258332000000.000000,6223251000000.000000,7934683000.000000
12M 2023,,,2197396000000.000000,878888000000.000000,869009000000.000000,9879000000.000000,878888000000.000000,16795000000.000000,16795000000.000000,,16795000000.000000,877467000000.000000,568597000000.000000,4539143000000.000000,,40007000000.000000,1647085000000.000000,54013000000.000000,766609000000.000000,2507714000000.000000,7046857000000.000000,,,1060722000000.000000,,,534127000000.000000,20531000000.000000,554658000000.000000,,38394000000.000000,,38394000000.000000,103596000000.000000,339869000000.000000,,,,,,24205000000.000000,1060722000000.000000,44807000000.000000,,,,,,44807000000.000000,44807000000.000000,1105529000000.000000,,79347000000.000000,3727518000000.000000,2134338000000.000000,15869000000.000000,2118469000000.000000,2134338000000.000000,125000000.000000,5941328000000.000000,7046857000000.000000,7934683000.000000
12M 2024,,,1280356000000.000000,901264000000.000000,896041000000.000000,5223000000.000000,901264000000.000000,45653000000.000000,45653000000.000000,,45653000000.000000,932189000000.000000,1235217000000.000000,4394679000000.000000,,46461000000.000000,1836850000000.000000,56911000000.000000,1856670000000.000000,3796892000000.000000,8191571000000.000000,,,1390297000000.000000,,,607429000000.000000,48862000000.000000,656291000000.000000,,26826000000.000000,,26826000000.000000,84427000000.000000,550869000000.000000,,,,373000000.000000,373000000.000000,71511000000.000000,1390297000000.000000,49126000000.000000,,,,900000000.000000,900000000.000000,48226000000.000000,49126000000.000000,1439423000000.000000,,79347000000.000000,3727518000000.000000,2945109000000.000000,15869000000.000000,2929240000000.000000,2945109000000.000000,174000000.000000,6752148000000.000000,8191571000000.000000,7934683000.000000
