Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,107 B,(162 B),(55 B),-80.93
12M 2019,49 B,(54 B),(6 B),-8.27
12M 2020,199 B,(103 B),96 B,142.79
12M 2021,726 B,(293 B),433 B,54.52
12M 2022,486 B,(729 B),(243 B),-30.58
12M 2023,"1,424 B",(490 B),934 B,117.76
12M 2024,"1,728 B",(379 B),"1,349 B",169.97
