Period,Aset,Kas Dan Setara Kas,Portofolio Efek,Piutang Pembiayaan,Others,Total Piutang Pembiayaan,Piutang Lain-Lain,Aset Tak Berwujud,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Utang Bank,Beban Akrual,Utang Pajak,Utang Sewa Pembiayaan,Utang Lain-Lain,Others,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,35346635267.000000,52845229169.000000,,180268935411.000000,180268935411.000000,5144056.000000,,2555905409.000000,617941826.000000,2260191587.000000,273899982725.000000,,,,55718199.000000,101273230.000000,1179824807.000000,13398805846.000000,848467370.000000,15584089452.000000,,254410000000.000000,50000000.000000,3849079015.000000,11000000000.000000,-7150920985.000000,3849079015.000000,6814258.000000,258315893273.000000,273899982725.000000,2544600000.000000
12M 2018,,10743102979.000000,82394563786.000000,,296785833108.000000,296785833108.000000,1529689475.000000,,49445114445.000000,696668614.000000,1995859451.000000,443590831858.000000,,,45981848297.000000,627537194.000000,2469970828.000000,1214641321.000000,616424578.000000,1215040868.000000,52125463086.000000,,334460000000.000000,23441091811.000000,33472075640.000000,11000000000.000000,22472075640.000000,33472075640.000000,92201321.000000,391465368772.000000,443590831858.000000,3344600000.000000
12M 2019,,7315688087.000000,28208373205.000000,,211996855699.000000,211996855699.000000,25688554340.000000,,47625603321.000000,1059881259.000000,42513064773.000000,364408020684.000000,,,21939841047.000000,329372464.000000,361987284.000000,823001274.000000,1457217536.000000,1679629967.000000,26591049572.000000,,334946930000.000000,23791637543.000000,-21063968942.000000,17000000000.000000,-38063968942.000000,-21063968942.000000,142372511.000000,337816971112.000000,364408020684.000000,3349469300.000000
12M 2020,,17733581873.0,35747816650.0,,153528840565.0,153528840565.0,1581513276.0,787964852.0,45165488246.0,10324227026.0,44125660971.0,308995093459.0,,,3354341832.0,1153721847.0,98940774.0,1032056914.0,1438198964.0,2172090340.0,9249350671.0,,334957630000.0,23798913543.0,-58983336594.0,17000000000.0,-75983336594.0,-58983336594.0,-27464161.0,299745742788.0,308995093459.0,3349576300.0
12M 2021,,94461481542.000000,30225248966.000000,,66754747270.000000,66754747270.000000,2511784615.000000,875508082.000000,41305111756.000000,19221216620.000000,1377821007.000000,256732919858.000000,,,,157500000.000000,92660894.000000,102888277.000000,1651481802.000000,1966959541.000000,3971490514.000000,,335107500000.000000,23900825143.000000,-106356120952.000000,17000000000.000000,-123356120952.000000,-106356120952.000000,109225153.000000,252761429344.000000,256732919858.000000,3351075000.000000
12M 2022,,37477179262.000000,25442570938.000000,,132043546444.000000,132043546444.000000,15817593143.000000,586235433.000000,38974976158.000000,12665933946.000000,877602162.000000,263885637486.000000,,,,265000000.000000,70255658.000000,,8382372173.000000,1773233711.000000,10490861542.000000,,335107530000.000000,23900845543.000000,-105843672196.000000,17000000000.000000,-122843672196.000000,-105843672196.000000,230072597.000000,253394775944.000000,263885637486.000000,3351075300.000000
12M 2023,,16659437753.000000,23926299534.000000,,140839533113.000000,140839533113.000000,18564757309.000000,327787783.000000,36066525807.000000,8174146212.000000,806964731.000000,245365452242.000000,,,,140000000.000000,63439357.000000,,7805366101.000000,864596188.000000,8873401646.000000,,335107560000.000000,23900865943.000000,-122497733176.000000,17000000000.000000,-139497733176.000000,-122497733176.000000,-18642172.000000,236492050595.000000,245365452241.000000,3351075600.000000
12M 2024,,21213790028.000000,19777923392.000000,,96837672686.000000,96837672686.000000,33942034489.000000,29912797.000000,33422011863.000000,9259752475.000000,358123728.000000,214841221458.000000,,,,70000000.000000,4649702.000000,,5899074614.000000,1043858905.000000,7017583221.000000,,335107560000.000000,23900865943.000000,-151243546603.000000,17000000000.000000,-168243546603.000000,-151243546603.000000,58758897.000000,207823638237.000000,214841221458.000000,3351075600.000000
