Period,Total Pendapatan,Pendapatan Bunga,Pendapatan Syariah,Keuntungan Penjualan Efek-Efek,Others,Total Pendapatan,Total Beban Usaha,Beban Umum Dan Administrasi,Pembentukan Cadangan Kerugian Penurunan Nilai,Beban Bunga,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Non-Operasional,Beban Non-Operasional,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,44131282120.000000,24094888303.000000,,14706393125.000000,5330000692.000000,44131282120.000000,-13852145675.000000,-11012630840.000000,-2061749799.000000,-661385643.000000,-116379393.000000,-13852145675.000000,30279136445.000000,,,,,30279136445.000000,-9201623020.000000,-3188440740.000000,-6013182280.000000,-9201623020.000000,21077513425.000000,-38491754.000000,21039021671.000000,21077513425.000000,21077513425.000000,,21077513425.000000,21039021671.000000,21039021671.000000,,21039021671.000000
12M 2018,54660714653.000000,31699523564.000000,,17413556164.000000,5547634925.000000,54660714653.000000,-21187422920.000000,-14699605676.000000,-1181546284.000000,-4819020239.000000,-487250721.000000,-21187422920.000000,33473291733.000000,,,,,33473291733.000000,-3850295108.000000,-3957484250.000000,107189142.000000,-3850295108.000000,29622996625.000000,85387063.000000,29708383688.000000,29622996625.000000,29622996625.000000,,29622996625.000000,29708383688.000000,29708383688.000000,,29708383688.000000
12M 2019,-18520096251.000000,39561682090.000000,,-64965666521.000000,6883888180.000000,-18520096251.000000,-34005177581.000000,-18241086178.000000,-5072991181.000000,-6629412831.000000,-4061687391.000000,-34005177581.000000,-52525273832.000000,,,,,-52525273832.000000,-2010770750.000000,-2390707125.000000,379936375.000000,-2010770750.000000,-54536044582.000000,50171190.000000,-54485873392.000000,-54536044582.000000,-54536044582.000000,,-54536044582.000000,-54485873392.000000,-54485873392.000000,,-54485873392.000000
12M 2020,35050760504.000000,20469218577.000000,,7916695773.000000,6664846154.000000,35050760504.000000,-82186571272.000000,-25721776039.000000,-39715520652.000000,-1545877165.000000,-15203397416.000000,-82186571272.000000,-47135810768.000000,,,,,-47135810768.000000,9216443116.000000,,9216443116.000000,9216443116.000000,-37919367652.000000,-169836672.000000,-38089204324.000000,-37919367652.000000,-37919367652.000000,,-37919367652.000000,-38089204324.000000,-38089204324.000000,,-38089204324.000000
12M 2021,9613911062.000000,11480122434.000000,,-5522567684.000000,3656356312.000000,9613911062.000000,-65922238410.000000,-22157271237.000000,-42674507921.000000,-160408322.000000,-930050930.000000,-65922238410.000000,-56308327348.000000,,,,,-56308327348.000000,8935542990.000000,,8935542990.000000,8935542990.000000,-47372784358.000000,136689314.000000,-47236095044.000000,-47372784358.000000,-47372784358.000000,,-47372784358.000000,-47236095044.000000,-47236095044.000000,,-47236095044.000000
12M 2022,14336166981.000000,13201235956.000000,,-3610300530.000000,4745231555.000000,14336166981.000000,-7302520727.000000,-20818326883.000000,16010595028.000000,-13741972.000000,-2481046900.000000,-7302520727.000000,7033646254.000000,,,,,7033646254.000000,-6521197498.000000,,-6521197498.000000,-6521197498.000000,512448756.000000,120847444.000000,633296200.000000,512448756.000000,512448756.000000,,512448756.000000,633296200.000000,633296200.000000,,633296200.000000
12M 2023,19315040304.000000,14792010199.000000,,-552242881.000000,5075272986.000000,19315040304.000000,-31407163231.000000,-22404579004.000000,-7440835660.000000,-8311362.000000,-1553437205.000000,-31407163231.000000,-12092122927.000000,,,,,-12092122927.000000,-4561938053.000000,,-4561938053.000000,-4561938053.000000,-16654060980.000000,-248714769.000000,-16902775749.000000,-16654060980.000000,-16654060980.000000,,-16654060980.000000,-16902775749.000000,-16902775749.000000,,-16902775749.000000
12M 2024,17567919283.000000,14361188836.000000,,-463174246.000000,3669904693.000000,17567919283.000000,-47421170043.000000,-19752918155.000000,-22363630307.000000,-158268895.000000,-5146352686.000000,-47421170043.000000,-29853250760.000000,,,,,-29853250760.000000,1107437333.000000,,1107437333.000000,1107437333.000000,-28745813427.000000,77401069.000000,-28668412358.000000,-28745813427.000000,-28745813427.000000,,-28745813427.000000,-28668412358.000000,-28668412358.000000,,-28668412358.000000
