Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,101.52,0.00,101.52,,,,,
12M 2018,18.80,117.04,18.80,117.04,,,,,
12M 2019,2.60,100.86,2.60,100.86,,,,,
12M 2020,2.75,89.49,2.76,89.25,,,,,
12M 2021,2.52,75.43,2.53,75.17,,,,,
12M 2022,1.15,75.62,1.15,75.44,,,,,
12M 2023,0.71,70.57,0.71,70.47,,,,,
12M 2024,0.21,62.02,0.21,62.01,,,,,
