Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Tagihan Bruto Kepada Pemberi Kerja,Piutang Retensi,Pihak Ketiga,Total Piutang Retensi,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Properti Investasi,Adjustment,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Beban Akrual,Utang Pajak,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembelian Aset Tetap,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Adjustment,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pemegang Saham,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembelian Aset Tetap,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Adjustment,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,2415092719.000000,19378047933.000000,19378047933.000000,19378047933.000000,14367163010.000000,24167307879.000000,24167307879.000000,24167307879.000000,2319758470.000000,2319758470.000000,,2319758470.000000,12334599727.000000,8228645708.000000,83210615446.000000,,3683528488.000000,67013000001.000000,,,70696528489.000000,153907143935.000000,,,116569602919.000000,,46554497723.000000,46554497723.000000,848363047.000000,2062825699.000000,,5515010000.000000,5515010000.000000,,44691792377.000000,31438000.000000,44723230377.000000,,16865676073.000000,116569602919.000000,11912517495.000000,2150000000.000000,,7200000000.000000,7200000000.000000,,,62876000.000000,62876000.000000,2499641495.000000,11912517495.000000,128482120414.000000,,5000000000.000000,3761000000.000000,17214022974.000000,,17214022974.000000,17214022974.000000,,,-549999454.000000,25425023520.000000,153907143934.000000,1000.000000
12M 2020,,,29245068152.000000,52813948683.000000,52813948683.000000,52813948683.000000,14129649769.000000,21919086228.000000,21919086228.000000,21919086228.000000,17295298278.000000,17295298278.000000,,17295298278.000000,9641800225.000000,13661731741.000000,158706583076.000000,,3007980860.000000,66900000001.000000,,2692245764.000000,72600226625.000000,231306809701.000000,,,138921904961.000000,,33180979919.000000,33180979919.000000,854327960.000000,1904812380.000000,,6656500000.000000,6656500000.000000,,71707329155.000000,241959885.000000,71949289040.000000,,24375995662.000000,138921904961.000000,2503588869.000000,,,,,,,256589835.000000,256589835.000000,2246999034.000000,2503588869.000000,141425493830.000000,,60000000000.000000,15727289192.000000,184946230.000000,907272892.000000,-722326662.000000,184946230.000000,,1746993.000000,13967333456.000000,89881315871.000000,231306809701.000000,1200000000.000000
12M 2021,,,49079635755.000000,46136538613.000000,46136538613.000000,46136538613.000000,74922977049.000000,3568340308.000000,3568340308.000000,3568340308.000000,9261973033.000000,9261973033.000000,,9261973033.000000,52668767822.000000,40309665231.000000,275947897811.000000,,4963412825.000000,62550000001.000000,,2946269295.000000,70459682121.000000,346407579932.000000,,,227646842784.000000,,51741193857.000000,51741193857.000000,13000000.000000,2736392418.000000,,2450000000.000000,2450000000.000000,,134116851998.000000,1045590864.000000,135162442862.000000,,35543813647.000000,227646842784.000000,23120534329.000000,,,,,,19500000000.000000,1019993683.000000,20519993683.000000,2600540646.000000,23120534329.000000,250767377113.000000,,75000000000.000000,15727289192.000000,1992342637.000000,907272892.000000,1085069745.000000,1992342637.000000,,3903265092.000000,-982694103.000000,95640202818.000000,346407579931.000000,1500000000.000000
12M 2022,,,31730779305.000000,36414791140.000000,36414791140.000000,36414791140.000000,27756076506.000000,9074849472.000000,9074849472.000000,9074849472.000000,20082102533.000000,20082102533.000000,,20082102533.000000,18272243684.000000,33629335821.000000,176960178461.000000,,41933724633.000000,55705100000.000000,,2539391382.000000,100178216015.000000,277138394476.000000,,,174596793715.000000,,50955762858.000000,50955762858.000000,411280000.000000,3876400021.000000,,3991915006.000000,3991915006.000000,,99902860045.000000,819379660.000000,100722239705.000000,,14639196125.000000,174596793715.000000,33429561767.000000,,,,,,31900000000.000000,61922000.000000,31961922000.000000,1467639767.000000,33429561767.000000,208026355482.000000,,75000000000.000000,15727289192.000000,-63532513164.000000,907272892.000000,-64439786056.000000,-63532513164.000000,,3897116426.000000,38020146539.000000,69112038993.000000,277138394475.000000,1500000000.000000
12M 2023,,,696859071.000000,38022990199.000000,38022990199.000000,38022990199.000000,6681832306.000000,4340121596.000000,4340121596.000000,4340121596.000000,15085442865.000000,15085442865.000000,,15085442865.000000,21717396050.000000,25851951315.000000,112396593402.000000,,41187918548.000000,55705100000.000000,,854830309.000000,97747848857.000000,210144442259.000000,,,135172862199.000000,,33946040985.000000,33946040985.000000,92292424.000000,11549035789.000000,,3416701917.000000,3416701917.000000,,74255060045.000000,85447515.000000,74340507560.000000,,11828283524.000000,135172862199.000000,39556432772.000000,,,,,,37919110997.000000,61922000.000000,37981032997.000000,1575399775.000000,39556432772.000000,174729294971.000000,,75000000000.000000,15727289192.000000,-97310427604.000000,907272892.000000,-98217700496.000000,-97310427604.000000,,3893726918.000000,38104558782.000000,35415147288.000000,210144442259.000000,1500000000.000000
