Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(7 B),,(7 B),-7495652.00
12M 2020,(57 B),1 B,(56 B),-47.05
12M 2021,(56 B),(3 B),(60 B),-39.83
12M 2022,8 B,(0 B),8 B,5.27
12M 2023,(11 B),(0 B),(11 B),-7.11
