Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,0.71,0.61,3.6,6.05,0.0,0.0,3.51,0.6,5.05
12M 2020,1.14,1.07,1.6,2.57,0.0,0.0,1.28,0.62,1.57
12M 2021,1.21,0.98,3.37,3.78,0.0,0.0,2.84,0.89,2.73
12M 2022,1.01,0.91,4.07,4.25,0.0,0.0,3.58,0.96,3.19
12M 2023,0.83,0.67,7.12,6.67,0.0,0.0,7.1,1.07,5.54
