Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Jangka Panjang,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Belum Ditentukan Penggunaannya,Telah Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,1494862411.000000,25724349362.000000,25724349362.000000,,25724349362.000000,898398981.000000,,898398981.000000,898398981.000000,13987749956.000000,953674763.000000,43059035473.000000,,2000000.000000,76876401038.000000,1603215120.000000,5157181772.000000,83638797930.000000,126697833403.000000,,,56440246530.000000,15609757362.000000,,14597832707.000000,,14597832707.000000,,2420000.000000,1882881140.000000,1885301140.000000,1349039444.000000,11632388023.000000,,4115805793.000000,46606640.000000,7189762296.000000,11352174729.000000,13753125.000000,,56440246530.000000,15287675343.000000,,,,,,5138981951.000000,91811265.000000,1267270952.000000,6498064168.000000,8789611175.000000,15287675343.000000,71727921873.000000,,50000000000.000000,-3488556266.000000,803479493.000000,,,803479493.000000,8659434072.000000,-1004445769.000000,54969911530.000000,126697833403.000000,500000000.000000
12M 2019,,,941393325.000000,25996124146.000000,25996124146.000000,,25996124146.000000,29735321.000000,29735321.000000,,29735321.000000,11619347912.000000,849412066.000000,39436012770.000000,,2000000.000000,76510448252.000000,1195924602.000000,1442263322.000000,79150636176.000000,118586648946.000000,,,34921473609.000000,14174923072.000000,,10734817479.000000,,10734817479.000000,,3118000.000000,984482159.000000,987600159.000000,909478259.000000,3743535681.000000,,3746124807.000000,61477548.000000,563516604.000000,4371118959.000000,,,34921473609.000000,9613555463.000000,,,,,,1392857143.000000,44128452.000000,,1436985595.000000,8176569868.000000,9613555463.000000,44535029072.000000,,65000000000.000000,-2283792080.000000,2175797266.000000,,,2175797266.000000,9284669935.000000,-125055247.000000,74051619874.000000,118586648946.000000,650000000.000000
12M 2020,,,2060397737.000000,14428829676.000000,14428829676.000000,,14428829676.000000,234799313.000000,14977097.000000,219822216.000000,234799313.000000,13095906571.000000,198266684.000000,30018199981.000000,,2000000.000000,79549246582.000000,3190981057.000000,431808571.000000,83174036210.000000,113192236191.000000,,,40180201199.000000,17636960232.000000,,10864148668.000000,,10864148668.000000,,684176176.000000,984482159.000000,1668658335.000000,2755491525.000000,4698859209.000000,,2511954778.000000,44128452.000000,,2556083230.000000,,,40180201199.000000,16770518734.000000,,,,,,7239821543.000000,,,7239821543.000000,9530697191.000000,16770518734.000000,56950719933.000000,,65000000000.000000,-2283792080.000000,-13036462974.000000,,,-13036462974.000000,7043864600.000000,-482093288.000000,56241516258.000000,113192236191.000000,650000000.000000
12M 2021,,,1711187519.000000,13383641471.000000,13383641471.000000,,13383641471.000000,292321479.000000,2702162.000000,289619317.000000,292321479.000000,12581932662.000000,251636933.000000,28220720064.000000,,2000000.000000,75699856142.000000,2253770087.000000,319006670.000000,78274632899.000000,106495352963.000000,,,50340517198.000000,17206535352.000000,,12135818066.000000,,12135818066.000000,,71118997.000000,984482159.000000,1055601156.000000,4742689758.000000,5427076529.000000,,1512571429.000000,75403857.000000,,1587975286.000000,,8184821051.000000,50340517198.000000,12414147037.000000,,,,,,7617437068.000000,147343173.000000,,7764780241.000000,4649366796.000000,12414147037.000000,62754664235.000000,,65000000000.000000,-2283792080.000000,-25791637340.000000,,,-25791637340.000000,4857104657.000000,1959013491.000000,43740688728.000000,106495352963.000000,650000000.000000
12M 2022,,,2347742485.000000,11904239660.000000,11904239660.000000,,11904239660.000000,35819881.000000,665000.000000,35154881.000000,35819881.000000,12752056072.000000,208598233.000000,27248456331.000000,,2000000.000000,73560266395.000000,1220060049.000000,266413719.000000,75048740163.000000,102297196494.000000,,,49827290693.000000,17347811862.000000,,14003597502.000000,,14003597502.000000,,48118000.000000,984482159.000000,1032600159.000000,7369906815.000000,7340423190.000000,,1992571429.000000,709248823.000000,31130913.000000,2732951165.000000,,,49827290693.000000,10814458209.000000,,,,,,5624865639.000000,783886776.000000,,6408752415.000000,4405705794.000000,10814458209.000000,60641748902.000000,,65000000000.000000,6038294481.000000,-44795409481.000000,,,-44795409481.000000,13466282956.000000,1946279636.000000,41655447592.000000,102297196494.000000,650000000.000000
12M 2023,,,4109624763.000000,9048632273.000000,9048632273.000000,,9048632273.000000,267244544.000000,221589663.000000,45654881.000000,267244544.000000,11052666578.000000,151922833.000000,24630090991.000000,,1000000.000000,24719970394.000000,1318683157.000000,324151201.000000,26363804752.000000,50993895743.000000,,,24648846825.000000,24172222.000000,,10947679005.000000,,10947679005.000000,,45000000.000000,984482159.000000,1029482159.000000,6842835339.000000,5112679119.000000,,,631998981.000000,60000000.000000,691998981.000000,,,24648846825.000000,4918323040.000000,,,,,,,263914417.000000,,263914417.000000,4654408623.000000,4918323040.000000,29567169865.000000,,65000000000.000000,6038294481.000000,-58297342979.000000,,,-58297342979.000000,7294870147.000000,1390904229.000000,21426725878.000000,50993895743.000000,650000000.000000
12M 2024,,,728888503.000000,11405335161.000000,11405335161.000000,,11405335161.000000,221620674.000000,175965793.000000,45654881.000000,221620674.000000,9024951085.000000,338000785.000000,21718796208.000000,,1000000.000000,24877129493.000000,995202727.000000,880679476.000000,26754011696.000000,48472807904.000000,,,44891752162.000000,5777366502.000000,,21975011762.000000,,21975011762.000000,,2395000000.000000,984482159.000000,3379482159.000000,7386535815.000000,5322991327.000000,,,1050364597.000000,,1050364597.000000,,,44891752162.000000,5724204278.000000,,,,,,,1207990249.000000,,1207990249.000000,4516214029.000000,5724204278.000000,50615956440.000000,,65000000000.000000,6038294481.000000,-74736978826.000000,,,-74736978826.000000,41831626.000000,1513704183.000000,-2143148536.000000,48472807904.000000,650000000.000000
