Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Pemasaran,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Penyesuaian Proforma,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,122056432243.0,-75626193894.0,46430238349.0,-41467513622.0,-23690490610.0,-17777023012.0,-41467513622.0,4962724727.0,-2088779756.0,-4596857417.0,15407649.0,2492670012.0,-2088779756.0,2873944971.0,-1388872379.0,-304666758.0,1180405834.0,-265491691.0,914914143.0,1180405834.0,1120208481.0,60197353.0,1180405834.0,914914143.0,899673261.0,15240882.0,914914143.0
12M 2019,126256859256.000000,-74466313008.000000,51790546248.000000,-48505999368.000000,-31857274963.000000,-16648724405.000000,-48505999368.000000,3284546880.000000,-214264312.000000,-2882565732.000000,5407735.000000,2662893685.000000,-214264312.000000,3070282568.000000,-1242615397.000000,,1827667171.000000,1049276987.000000,2876944158.000000,1827667171.000000,1372317773.000000,455349398.000000,1827667171.000000,2876944158.000000,2251708295.000000,625235863.000000,2876944158.000000
12M 2020,94563258607.000000,-59675017876.000000,34888240731.000000,-43720798876.000000,-30039434419.000000,-13681364457.000000,-43720798876.000000,-8832558145.000000,-10408358852.000000,-3482908600.000000,7291995.000000,-6932742247.000000,-10408358852.000000,-19240916997.000000,1842352938.000000,,-17398564059.000000,-411539557.000000,-17810103616.000000,-17398564059.000000,-15212260240.000000,-2186303819.000000,-17398564059.000000,-17810103616.000000,-15569298281.000000,-2240805335.000000,-17810103616.000000
12M 2021,91560431563.000000,-62727646984.000000,28832784579.000000,-38959199375.000000,-24568193642.000000,-14391005733.000000,-38959199375.000000,-10126414796.000000,-4203796290.000000,-2995812462.000000,6603970.000000,-1214587798.000000,-4203796290.000000,-14330211086.000000,-328560175.000000,,-14658771261.000000,2157943731.000000,-12500827530.000000,-14658771261.000000,-12755174366.000000,-1903596895.000000,-14658771261.000000,-12500827530.000000,-10314067587.000000,-2186759943.000000,-12500827530.000000
12M 2022,87016911838.000000,-68922257755.000000,18094654083.000000,-35163790452.000000,-22746483330.000000,-12417307122.000000,-35163790452.000000,-17069136369.000000,-3960902363.000000,-2717498038.000000,3246418.000000,-1246650743.000000,-3960902363.000000,-21030038732.000000,-1038438357.000000,,-22068477089.000000,-16764047.000000,-22085241136.000000,-22068477089.000000,-19003772141.000000,-3064704948.000000,-22068477089.000000,-22085241136.000000,-19016505996.000000,-3068735140.000000,-22085241136.000000
12M 2023,77589046984.000000,-63675697502.000000,13913349482.000000,-40241893262.000000,-18365286729.000000,-21876606533.000000,-40241893262.000000,-26328543780.000000,5800208363.000000,-1983219085.000000,5592303.000000,7777835145.000000,5800208363.000000,-20528335417.000000,147418651.000000,,-20380916766.000000,173002379.000000,-20207914387.000000,-20380916766.000000,-14174868154.000000,-6206048612.000000,-20380916766.000000,-20207914387.000000,-14057308905.000000,-6150605482.000000,-20207914387.000000
12M 2024,82309072912.000000,-72899907040.000000,9409165872.000000,-32315769793.000000,-20180857966.000000,-12134911827.000000,-32315769793.000000,-22906603921.000000,-497307946.000000,-487342478.000000,2982019.000000,-12947487.000000,-497307946.000000,-23403911867.000000,-288826496.000000,,-23692738363.000000,122863949.000000,-23569874414.000000,-23692738363.000000,-16439635847.000000,-7253102516.000000,-23692738363.000000,-23569874414.000000,-16316835893.000000,-7253038521.000000,-23569874414.000000
