Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,1.39,1.39,1.26,3.3,0.0,0.0,0.48,0.38,2.3
12M 2022,2.15,2.15,0.86,2.57,0.0,0.0,0.85,0.33,1.57
12M 2023,2.52,2.52,0.34,1.53,0.0,0.0,0.34,0.22,0.53
12M 2024,4.02,4.02,0.0,1.32,0.0,0.0,-0.21,0.12,0.32
