Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,1750566.80,0.00,1750566.80,4 B,,4 B,2 B,3 B
12M 2022,0.00,6536022.82,0.00,6536022.82,11 B,,11 B,11 B,18 B
12M 2023,0.00,25.12,0.00,25.12,12 B,,12 B,12 B,28 B
12M 2024,7.01,43.67,7.01,43.67,13 B,,13 B,(17 B),76 B
