Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,309150.04,0.00,0.00,,5.36%,17.66%,102.59%,
12M 2022,0.00 B,4778235.55,0.00,0.00,,28.41%,73.11%,103.97%,
12M 2023,1.44 B,5.08,0.00,0.00,,13.24%,20.24%,42.14%,
12M 2024,1.92 B,1.31,233.59,12.44,,2.26%,2.99%,11.92%,
