Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,(2 B),(1 B),(3 B),-1308380.49
12M 2022,(9 B),(0 B),(9 B),-4463246.04
12M 2023,(8 B),(8 B),(15 B),-10.70
12M 2024,(18 B),,(18 B),-9.13
