Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Laba (Rugi) Selisih Kurs,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,157581399731.000000,-133757529933.000000,23823869798.000000,-8141461013.000000,-3937377730.000000,-5148986061.000000,944902778.000000,-8141461013.000000,15682408785.000000,-11487191793.000000,-11475022904.000000,3722827.000000,-15891716.000000,-11487191793.000000,4195216992.000000,-1104260720.000000,3090956272.000000,18580500.000000,3109536772.000000,3090956272.000000,3090956272.000000,,3090956272.000000,3109536772.000000,3109536772.000000,,3109536772.000000
12M 2019,216197806076.000000,-180574517564.000000,35623288512.000000,-12251732518.000000,-3271251636.000000,-9739661528.000000,759180646.000000,-12251732518.000000,23371555994.000000,-12607863058.000000,-12694456518.000000,3908501.000000,82684959.000000,-12607863058.000000,10763692936.000000,-2806484715.000000,7957208221.000000,-8823000.000000,7948385221.000000,7957208221.000000,7957208221.000000,,7957208221.000000,7948385221.000000,7948385221.000000,,7948385221.000000
12M 2020,171048708670.000000,-143396373624.000000,27652335046.000000,-11560019307.000000,-2500811416.000000,-9401649600.000000,342441709.000000,-11560019307.000000,16092315739.000000,-12377272317.000000,-12372331538.000000,2353044.000000,-7293823.000000,-12377272317.000000,3715043422.000000,-976914774.000000,2738128648.000000,-47472480.000000,2690656168.000000,2738128648.000000,2738128648.000000,,2738128648.000000,2690656168.000000,2690656168.000000,,2690656168.000000
12M 2021,224437956140.000000,-186111621563.000000,38326334577.000000,-13418099058.000000,-3372749046.000000,-9728374018.000000,-316975994.000000,-13418099058.000000,24908235519.000000,-14158373828.000000,-14142751637.000000,19000540.000000,-34622731.000000,-14158373828.000000,10749861691.000000,-2217229983.000000,8532631708.000000,106376490.000000,8639008198.000000,8532631708.000000,8532631708.000000,,8532631708.000000,8639008198.000000,8639008198.000000,,8639008198.000000
12M 2022,289795165323.000000,-233269281315.000000,56525884008.000000,-34593056319.000000,-5533284018.000000,-28558067280.000000,-501705021.000000,-34593056319.000000,21932827689.000000,-11556204558.000000,-11674178841.000000,92939980.000000,25034303.000000,-11556204558.000000,10376623131.000000,-3585734134.000000,6620432696.000000,-356176440.000000,6264256256.000000,6620432696.000000,6620432696.000000,,6620432696.000000,6264256256.000000,6264256256.000000,,6264256256.000000
12M 2023,171060029289.000000,-157836386861.000000,13223642428.000000,-36806683016.000000,-5041699839.000000,-29481002441.000000,-2283980736.000000,-36806683016.000000,-23583040588.000000,-27248582284.000000,-28933324905.000000,1698865522.000000,-14122901.000000,-27248582284.000000,-50831622872.000000,391761784.000000,-50439861088.000000,-3250159830.000000,-53690020918.000000,-50439861088.000000,-50445584085.000000,5722997.000000,-50439861088.000000,-53690020918.000000,-53690020918.000000,,-53690020918.000000
12M 2024,161089602162.0,-152035413806.0,9054188356.0,-30945968404.0,-5952022547.0,-24535759755.0,-458186102.0,-30945968404.0,-21891780048.0,-30310477603.0,-31245385994.0,953828318.0,-18919927.0,-30310477603.0,-52202257651.0,-358967026.0,-52561224677.0,30784883.0,-52530439794.0,-52561224677.0,-52561042193.0,-182484.0,-52561224677.0,-52530439794.0,-52530257310.0,-182484.0,-52530439794.0
