Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,26448486.000000,-9725790.000000,16722696.000000,-2173648.000000,14549048.000000,-1878679.000000,-4016707.000000,2567043.000000,-429015.000000,-1878679.000000,12670369.000000,-5760379.000000,,-5760379.000000,-5760379.000000,6909990.000000,6909990.000000,581.000000,6910571.000000,6909990.000000,6033442.000000,876548.000000,6909990.000000,6910571.000000,6032964.000000,877607.000000,6910571.000000
12M 2019,23677334.0,-13292840.0,10384494.0,-2504662.0,7879832.0,-5045622.0,-4634848.0,-539017.0,128243.0,-5045622.0,2834210.0,814044.0,-593725.0,1407769.0,814044.0,3648254.0,3648254.0,-141123.0,3507131.0,3648254.0,2315010.0,1333244.0,3648254.0,3507131.0,2213042.0,1294089.0,3507131.0
12M 2020,25385291.0,-11143263.0,14242028.0,-3716974.0,10525054.0,-6794554.0,-5421682.0,-478189.0,-894683.0,-6794554.0,3730500.0,4913114.0,-271256.0,5184370.0,4913114.0,8643614.0,8643614.0,176032.0,8819646.0,8643614.0,6719182.0,1924432.0,8643614.0,8819646.0,6872413.0,1947233.0,8819646.0
12M 2021,36549907.0,-15418302.0,21131605.0,-2290026.0,18841579.0,-6383236.0,-5721875.0,211168.0,-872529.0,-6383236.0,12458343.0,-4458876.0,-267960.0,-4190916.0,-4458876.0,7999467.0,7999467.0,-214668.0,7784799.0,7999468.0,6674778.0,1324690.0,7999468.0,7784800.0,6520919.0,1263881.0,7784800.0
12M 2022,41832779.0,-14734166.0,27098613.0,-3044720.0,24053893.0,-6014449.0,-5913323.0,-232040.0,130914.0,-6014449.0,18039444.0,-3558105.0,-596743.0,-2961362.0,-3558105.0,14481339.0,14481339.0,-744441.0,13736898.0,14481339.0,12556830.0,1924509.0,14481339.0,13736898.0,12121147.0,1615751.0,13736898.0
12M 2023,48019781.0,-20107453.0,27912328.0,-3796670.0,24115658.0,-5830269.0,-6591248.0,886639.0,-125660.0,-5830269.0,18285389.0,-3462040.0,-579750.0,-2882290.0,-3462040.0,14823349.0,14823349.0,189514.0,15012863.0,14823349.0,12911120.0,1912229.0,14823349.0,15012863.0,13032249.0,1980614.0,15012863.0
12M 2024,37865982.0,-15833559.0,22032423.0,-3997298.0,18035125.0,-7571512.0,-7386414.0,-1058400.0,873302.0,-7571512.0,10463613.0,-2983276.0,-698040.0,-2285236.0,-2983276.0,7480337.0,7480337.0,-173213.0,7307124.0,7480337.0,6233306.0,1247031.0,7480337.0,7307124.0,6221609.0,1085515.0,7307124.0
