Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(47 B),(0 B),(47 B),-15.95
12M 2019,(78 B),(3 B),(82 B),-22.30
12M 2020,50 B,(4 B),46 B,12.47
12M 2021,(11 B),(6 B),(17 B),-4.70
12M 2022,107 B,(7 B),100 B,27.37
12M 2023,144 B,(9 B),136 B,37.05
12M 2024,84 B,(0 B),84 B,22.78
