Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,0.68,0.5,0.53,2.11,0.0,0.0,0.51,0.25,1.11
12M 2020,2.2,1.58,0.73,1.89,0.0,0.0,0.71,0.39,0.89
12M 2021,3.41,2.76,0.52,1.65,0.0,0.0,0.47,0.32,0.65
12M 2022,3.24,2.69,0.4,1.5,0.0,0.0,0.34,0.26,0.5
12M 2023,9.2,8.21,0.22,1.27,0.0,0.0,0.06,0.17,0.27
12M 2024,1.1,0.93,0.65,1.71,0.0,0.0,0.64,0.38,0.71
