Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Laba (Rugi) Selisih Kurs,Pendapatan Keuangan,Laba (Rugi) Atas Penjualan Aset Tetap,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,124464667356.000000,-87213112062.000000,37251555294.000000,-16624878550.000000,-16624878550.000000,-16624878550.000000,20626676744.000000,-4475096597.000000,-1077102076.000000,6465478.000000,,-3129846013.000000,-274613986.000000,-4475096597.000000,16151580147.000000,-4053371139.000000,-3971873250.000000,-81497889.000000,,-4053371139.000000,12098209008.000000,395752537.000000,395752537.000000,395752537.000000,12493961545.000000,12098209008.000000,12098209008.000000,,12098209008.000000,12493961545.000000,12493961545.000000,,12493961545.000000
12M 2020,115591435877.000000,-77867869388.000000,37723566489.000000,-20502546169.000000,-20502546169.000000,-20502546169.000000,17221020320.000000,-6813531736.000000,-1096765628.000000,8358574.000000,118000000.000000,-5204322591.000000,-638802091.000000,-6813531736.000000,10407488584.000000,-2373240016.000000,-2539001300.000000,165761284.000000,,-2373240016.000000,8034248568.000000,-31204910.000000,-31204910.000000,-31204910.000000,8003043658.000000,8034248568.000000,8034248568.000000,,8034248568.000000,8003043658.000000,8003043658.000000,,8003043658.000000
12M 2021,149345740363.000000,-109322829623.000000,40022910740.000000,-23288928400.000000,-23288928400.000000,-23288928400.000000,16733982340.000000,-3089146659.000000,-1072473008.000000,76999665.000000,,-3785700123.000000,1692026807.000000,-3089146659.000000,13644835681.000000,-2996869126.000000,-2850877920.000000,-145991206.000000,,-2996869126.000000,10647966555.000000,932999377.000000,932999377.000000,932999377.000000,11580965932.000000,10647966555.000000,10647966555.000000,,10647966555.000000,11580965932.000000,11580965932.000000,,11580965932.000000
12M 2022,91623399769.000000,-69808172590.000000,21815227179.000000,-19192173268.000000,-19192173268.000000,-19192173268.000000,2623053911.000000,-1926537737.000000,815546966.000000,775710233.000000,285883166.000000,-3059238263.000000,-744439839.000000,-1926537737.000000,696516174.000000,-180309901.000000,-442653860.000000,262343959.000000,,-180309901.000000,516206273.000000,709639805.000000,709639805.000000,709639805.000000,1225846078.000000,516206273.000000,516206273.000000,,516206273.000000,1225846078.000000,1225846078.000000,,1225846078.000000
12M 2023,82780424379.000000,-58879020143.000000,23901404236.000000,-24167068485.000000,-24167068485.000000,-24167068485.000000,-265664249.000000,-2889783039.000000,-380211471.000000,1035560212.000000,60000000.000000,-3039581832.000000,-565549948.000000,-2889783039.000000,-3155447288.000000,193522970.000000,,193522970.000000,,193522970.000000,-2961924318.000000,1040449790.000000,1040449790.000000,1040449790.000000,-1921474528.000000,-2961924318.000000,-2961924318.000000,,-2961924318.000000,-1921474528.000000,-1921474528.000000,,-1921474528.000000
12M 2024,104035904864.000000,-76418459335.000000,27617445529.000000,-25515055085.000000,-25515055085.000000,-25515055085.000000,2102390444.000000,-4630970500.000000,192030667.000000,973056125.000000,53000000.000000,-5193969727.000000,-655087565.000000,-4630970500.000000,-2528580056.000000,-244088703.000000,,-244088703.000000,,-244088703.000000,-2772668759.000000,-379769582.000000,-379769582.000000,-379769582.000000,-3152438341.000000,-2772668759.000000,-2772668759.000000,,-2772668759.000000,-3152438341.000000,-3152438341.000000,,-3152438341.000000
