Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.00,101.31,0.00,101.31,,,,(32 B),981 B
12M 2014,0.00,112.93,0.00,112.84,160 B,146 B,307 B,78 B,"1,202 B"
12M 2015,0.98,179.14,0.98,179.06,157 B,192 B,349 B,(8 B),"1,558 B"
12M 2016,6.78,200.88,6.78,200.72,585 B,"1,498 B","2,082 B","1,458 B","2,386 B"
12M 2017,2.44,77.53,2.44,77.49,522 B,"3,044 B","3,566 B","2,570 B","3,711 B"
12M 2018,1.37,85.48,1.38,84.93,"1,354 B","4,084 B","5,438 B","4,885 B","4,728 B"
12M 2019,0.76,89.95,0.76,89.40,"1,768 B","5,469 B","7,236 B","6,720 B","5,537 B"
12M 2020,1.45,65.01,1.46,64.45,"2,122 B","4,349 B","6,471 B","6,071 B","4,731 B"
12M 2021,0.90,64.25,0.91,63.70,"2,794 B","2,453 B","5,247 B","3,558 B","5,806 B"
12M 2022,0.77,64.73,0.77,64.60,"2,283 B","2,488 B","4,771 B","3,289 B","5,983 B"
12M 2023,1.15,43.60,1.16,43.07,334 B,"2,472 B","2,806 B","2,032 B",120 B
12M 2024,0.81,25.95,0.83,25.44,"1,108 B","1,794 B","2,902 B","2,849 B","2,258 B"
