Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Pajak,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Obligasi Konversi,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Dana Syirkah Temporer,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,36241890302.000000,27442996247.000000,27442996247.000000,27442996247.000000,406371665.000000,406371665.000000,,406371665.000000,13928077839.000000,73255900629.000000,151275236682.000000,,19164500000.000000,,19164500000.000000,19164500000.000000,1785311480.000000,142836539562.000000,,56396330621.000000,220182681663.000000,371457918345.000000,,,126782881043.000000,,17211910707.000000,17211910707.000000,23282324995.000000,,11947886157.000000,,11947886157.000000,15290020075.000000,10000000000.000000,,43594707264.000000,4877336052.000000,458748100.000000,,48930791416.000000,119947693.000000,126782881043.000000,152756565117.000000,,,,,34287587567.000000,488688000.000000,,34776275567.000000,110839043628.000000,7141245922.000000,152756565117.000000,279539446160.000000,,2400000000.000000,32067104621.000000,59977403433.000000,,,59977403433.000000,-2526035869.000000,91918472185.000000,371457918345.000000,2400.000000
12M 2019,,,67825912371.000000,4616346864.000000,4616346864.000000,4616346864.000000,1141110310.000000,1141110310.000000,,1141110310.000000,20379938816.000000,104407218804.000000,198370527165.000000,,,,,,2379274811.000000,235606363298.000000,42720995178.000000,42032887834.000000,322739521121.000000,521110048286.000000,,,107042778882.000000,,15876636263.000000,15876636263.000000,34302772079.000000,,20180808926.000000,,20180808926.000000,14188360888.000000,,,,21243694707.000000,438003549.000000,,21681698256.000000,812502470.000000,107042778882.000000,203272641355.000000,,,,,110582361004.000000,276982298.000000,,110859343302.000000,83137518336.000000,9275779717.000000,203272641355.000000,310315420237.000000,,20000000000.000000,32067104621.000000,161633299800.000000,,,161633299800.000000,-2905776373.000000,210794628048.000000,521110048285.000000,2000000000.000000
12M 2020,,,59768268726.000000,3249684408.000000,3249684408.000000,3249684408.000000,3287447108.000000,3287447108.000000,,3287447108.000000,16787607372.000000,24591494425.000000,107684502039.000000,,,,,,11004753720.000000,244650264000.000000,36333074586.000000,272503411525.000000,564491503831.000000,672176005870.000000,,,248918561202.000000,,21697037638.000000,21697037638.000000,38293502852.000000,,6313378477.000000,,6313378477.000000,53452421503.000000,24143557083.000000,,,21362317053.000000,257899044.000000,82665185168.000000,104285401265.000000,733262384.000000,248918561202.000000,312882609381.000000,,1617094000.000000,1617094000.000000,,106799406113.000000,19083254.000000,115103001534.000000,221921490901.000000,77117260097.000000,12226764383.000000,312882609381.000000,561801170583.000000,,20000000000.000000,32067104621.000000,22314054627.000000,,,22314054627.000000,35993676039.000000,110374835287.000000,672176005870.000000,2000000000.000000
12M 2021,,,57983218758.000000,4787844942.000000,4787844942.000000,4787844942.000000,5091065965.000000,5091065965.000000,,5091065965.000000,29056000081.000000,18507195175.000000,115425324921.000000,,10900999400.000000,10900999400.000000,,10900999400.000000,19850131578.000000,209712034741.000000,30043487329.000000,285223502807.000000,555730155855.000000,671155480776.000000,,,308677049143.000000,,48099684522.000000,48099684522.000000,41658599964.000000,,4314356850.000000,38903225415.000000,43217582265.000000,37634333515.000000,11698437228.000000,,,34782353387.000000,19083254.000000,90794005593.000000,125595442234.000000,772969415.000000,308677049143.000000,297639207169.000000,,1535844000.000000,1535844000.000000,,101662431849.000000,,119204590923.000000,220867022772.000000,59980091187.000000,15256249210.000000,297639207169.000000,606316256312.000000,,20000000000.000000,32067104621.000000,14987047033.000000,,,14987047033.000000,-2214927189.000000,64839224465.000000,671155480777.000000,2000000000.000000
12M 2022,,,63413841426.000000,9672103524.000000,9672103524.000000,9672103524.000000,13797963421.000000,2583209052.000000,11214754369.000000,13797963421.000000,31219250625.000000,31322036549.000000,149425195545.000000,,9598931740.000000,9598931740.000000,,9598931740.000000,21947719641.000000,271921614194.000000,23773566779.000000,340847959988.000000,668089792342.000000,817514987887.000000,,,277447575771.000000,,83841988651.000000,83841988651.000000,22234234922.000000,,5713561513.000000,,5713561513.000000,26841501038.000000,19692205906.000000,,,32226116288.000000,306609065.000000,85237137626.000000,117769862979.000000,1354220762.000000,277447575771.000000,271333098322.000000,,1296094000.000000,1296094000.000000,,77648074573.000000,597527370.000000,137852117520.000000,216097719463.000000,39415488494.000000,14523796365.000000,271333098322.000000,548780674093.000000,,21666668000.000000,138315319856.000000,77271834373.000000,100000000.000000,77171834373.000000,77271834373.000000,31480491565.000000,268734313794.000000,817514987887.000000,2166666800.000000
12M 2023,,,48816496054.000000,8379247131.000000,8379247131.000000,8379247131.000000,3153271618.000000,3153271618.000000,,3153271618.000000,40269011733.000000,47496949590.000000,148114976126.000000,,8351260070.000000,8351260070.000000,,8351260070.000000,21649111016.000000,382653021097.000000,17503646251.000000,481026762540.000000,911183800974.000000,1059298777100.000000,,,430916245605.000000,,87718103823.000000,87718103823.000000,50490820176.000000,,33208348773.000000,,33208348773.000000,34359965146.000000,26219484143.000000,,,75112091290.000000,1053666639.000000,120911973614.000000,197077731543.000000,1841792001.000000,430916245605.000000,364051297795.000000,,1296094000.000000,1296094000.000000,,115619954805.000000,1193062313.000000,229700059632.000000,346513076750.000000,,16242127045.000000,364051297795.000000,794967543400.000000,,21666668000.000000,138315319856.000000,72623490035.000000,200000000.000000,72423490035.000000,72623490035.000000,31725755809.000000,264331233700.000000,1059298777100.000000,2166666800.000000
12M 2024,,,41351029153.000000,5988808906.000000,5988808906.000000,5988808906.000000,3868110167.000000,3868110167.000000,,3868110167.000000,41641392551.000000,36258498497.000000,129107839274.000000,,7052256818.000000,7052256818.000000,,7052256818.000000,21131978533.000000,424446598967.000000,11410994451.000000,496957536795.000000,960999365564.000000,1090107204838.000000,,,402483241176.000000,,64648079577.000000,64648079577.000000,53024940601.000000,,37897934354.000000,,37897934354.000000,28008576362.000000,25950454364.000000,,,62124322616.000000,1975402765.000000,126170121894.000000,190269847275.000000,2683408643.000000,402483241176.000000,403987638763.000000,,1296094000.000000,1296094000.000000,,149532254651.000000,1703742595.000000,235007428713.000000,386243425959.000000,,16448118804.000000,403987638763.000000,806470879939.000000,,21666668000.000000,163435599856.000000,90475203610.000000,200000000.000000,90275203610.000000,90475203610.000000,8058853433.000000,283636324899.000000,1090107204838.000000,2166666800.000000
