Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,68 B,(85 B),(17 B),28172041.42
12M 2019,146 B,(150 B),(4 B),0.00
12M 2020,1 B,(50 B),(49 B),0.00
12M 2021,62 B,(34 B),29 B,0.00
12M 2022,98 B,(46 B),52 B,24.06
12M 2023,171 B,(113 B),58 B,26.61
12M 2024,101 B,(33 B),68 B,31.15
