Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Tambahan Modal Disetor,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,835456960.000000,474434960.000000,,,474434960.000000,1000000.000000,,,1000000.000000,2127937886.000000,219147747.000000,3657977553.000000,,3787983876.000000,5627692151.000000,22630365925.000000,34948934.000000,32080990886.000000,35738968439.000000,,,3969889872.000000,,3897881140.000000,,,3897881140.000000,,,,,57791297.000000,14217435.000000,,,,,,,3969889872.000000,32972992102.000000,,,,,,32579194493.000000,393797609.000000,32972992102.000000,36942881974.000000,,12500000000.000000,-13703913535.000000,,,-13703913535.000000,,,-1203913535.000000,35738968439.000000,125000000.000000
12M 2017,,,39335780409.000000,75043365557.000000,,,75043365557.000000,93737700.000000,,,93737700.000000,63679626666.000000,40661111491.000000,218813621823.000000,,6569866806.000000,4351353968.000000,19867009059.000000,9023549.000000,30797253382.000000,249610875205.000000,,,155814019595.000000,135000000000.000000,16952146676.000000,,,16952146676.000000,,,,,3644022220.000000,217850699.000000,,,,,,,155814019595.000000,10781488317.000000,,,,,,10123730848.000000,657757469.000000,10781488317.000000,166595507912.000000,,65000000000.000000,-10851847086.000000,,,-10851847086.000000,28562000000.000000,305214379.000000,83015367293.000000,249610875205.000000,650000000.000000
12M 2018,,,18369783915.000000,73698822047.000000,73698822047.000000,,73698822047.000000,3050000.000000,,,3050000.000000,86766665739.000000,43161636681.000000,221999958382.000000,,8164441949.000000,2687326897.000000,16588030148.000000,205000000.000000,27644798994.000000,249644757376.000000,,,138165150765.000000,133000000000.000000,1523662339.000000,,,1523662339.000000,282995874.000000,,,282995874.000000,2788492552.000000,570000000.000000,,,,,,,138165150765.000000,2171245037.000000,,,,,,,2171245037.000000,2171245037.000000,140336395802.000000,,71723850000.000000,-9814396744.000000,,,-9814396744.000000,47052587500.000000,346320818.000000,109308361574.000000,249644757376.000000,717238500.000000
12M 2019,,,3658455973.000000,98295892404.000000,98295892404.000000,,98295892404.000000,168580976.000000,,,168580976.000000,104985602938.000000,40621585910.000000,247730118201.000000,,10247049580.000000,3036520826.000000,13309051237.000000,203247962.000000,26795869605.000000,274525987806.000000,,,166247720397.000000,140000000000.000000,24047864687.000000,,,24047864687.000000,26370054.000000,,,26370054.000000,841144765.000000,,,,499559141.000000,,499559141.000000,832781750.000000,166247720397.000000,3882542801.000000,,,1512881397.000000,,1512881397.000000,,2369661404.000000,3882542801.000000,170130263198.000000,,71723990000.000000,-14761988127.000000,,,-14761988127.000000,47052972500.000000,380750235.000000,104395724608.000000,274525987806.000000,717239900.000000
12M 2020,,,1489268993.000000,59739958768.000000,,,59739958768.000000,,,,,105265850814.000000,9183277.000000,166504261852.000000,,9015574961.000000,2369442757.000000,10030072326.000000,48613437.000000,21463703481.000000,187967965333.000000,,,12029671375.000000,,114888168.000000,,,114888168.000000,,,,,95638925.000000,,,11041422331.000000,549211576.000000,,11590633907.000000,228510375.000000,12029671375.000000,126206528473.000000,,124294620702.000000,921594356.000000,,125216215058.000000,,990313415.000000,126206528473.000000,138236199848.000000,,71723990000.000000,-69117403529.000000,,,-69117403529.000000,47052972500.000000,72206514.000000,49731765485.000000,187967965333.000000,717239900.000000
12M 2021,,,2468758730.000000,17466447360.000000,,,17466447360.000000,135936722.000000,,135936722.000000,135936722.000000,39379562122.000000,2363340770.000000,61814045704.000000,,9190123534.000000,1166669105.000000,6966510070.000000,60220440.000000,17383523149.000000,79197568853.000000,,,17509836255.000000,,14818264787.000000,,,14818264787.000000,66854656.000000,,,66854656.000000,392011898.000000,,,,,,,2232704914.000000,17509836255.000000,61440303.000000,,,,,,,61440303.000000,61440303.000000,17571276558.000000,,71723990000.000000,-65728593725.000000,,,-65728593725.000000,55334364265.000000,296531755.000000,61626292295.000000,79197568853.000000,717239900.000000
12M 2022,,,1133149823.000000,5313776869.000000,3898526869.000000,1415250000.000000,5313776869.000000,304420604.000000,,304420604.000000,304420604.000000,71929441199.000000,5488260202.000000,84169048697.000000,,5614702082.000000,1899897756.000000,3822031157.000000,84657825359.000000,95994456354.000000,180163505051.000000,,,11206897675.000000,,,594600001.000000,6358098558.000000,6952698559.000000,1749752329.000000,,,1749752329.000000,571028445.000000,,,,,,,1933418342.000000,11206897675.000000,87059808.000000,,,,,,,87059808.000000,87059808.000000,11293957483.000000,,107585985000.000000,-64929093670.000000,,,-64929093670.000000,125830854265.000000,381801973.000000,168869547568.000000,180163505051.000000,1075859850.000000
12M 2023,,,1121207345.000000,2397780156.000000,2397780156.000000,,2397780156.000000,313651190.000000,,313651190.000000,313651190.000000,60627251685.000000,4206890717.000000,68666781093.000000,,10010236402.000000,2729154399.000000,483181880.000000,84399956616.000000,97622529297.000000,166289310390.000000,,,14039011707.000000,,,,8865525491.000000,8865525491.000000,,250000000.000000,2350916351.000000,2600916351.000000,598424164.000000,,,,,,,1974145701.000000,14039011707.000000,578160973.000000,,,,,,,578160973.000000,578160973.000000,14617172680.000000,,107586255000.000000,-82195539985.000000,,,-82195539985.000000,125831664265.000000,449758430.000000,151672137710.000000,166289310390.000000,1075862550.000000
12M 2024,,,1334827837.000000,1052321168.000000,1052321168.000000,,1052321168.000000,438225055.000000,,438225055.000000,438225055.000000,46065081355.000000,4245931973.000000,53136387388.000000,,13742001802.000000,1656354989.000000,123507417.000000,84146763582.000000,99668627790.000000,152805015178.000000,,,14341444652.000000,,,,7787714353.000000,7787714353.000000,,,5420810392.000000,5420810392.000000,738576259.000000,,,,,,,394343648.000000,14341444652.000000,413654883.000000,,,,,,,413654883.000000,413654883.000000,14755099535.000000,,107586296000.000000,125831787265.000000,,,125831787265.000000,-95820042278.000000,451874656.000000,138049915643.000000,152805015178.000000,1075862960.000000
