Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Beban Penjualan,Pendapatan Keuangan,Beban Umum Dan Administrasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Others,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Penyesuaian Proforma,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,25643203731.000000,-25755024364.000000,-111820633.000000,-15480118812.000000,-15591939445.000000,533231392.000000,-4955880.000000,,1401460.000000,,536785812.000000,533231392.000000,-15058708053.000000,3765027378.000000,,3765027378.000000,,,3765027378.000000,-11293680675.000000,,-11293680675.000000,-5339970.000000,-11299020645.000000,-11293680675.000000,-11293680675.000000,,-11293680675.000000,-11299020645.000000,-11299020645.000000,,-11299020645.000000
12M 2017,1130076421407.000000,-1110802336090.000000,19274085317.000000,-18873466788.000000,400618529.000000,3202224378.000000,-5181666667.000000,,140551700.000000,,8243339345.000000,3202224378.000000,3602842907.000000,-664530573.000000,-3405290525.000000,2740759952.000000,,,-664530573.000000,2938312334.000000,,2938312334.000000,-65416417.000000,2872895917.000000,2938312334.000000,2917355530.000000,20956804.000000,2938312334.000000,2872895917.000000,2852066449.000000,20829468.000000,2872895917.000000
12M 2018,2567255187035.000000,-2514491081129.000000,52764105906.000000,-29065845059.000000,23698260847.000000,-20319189883.000000,-18743750839.000000,,267832304.000000,,-1843271348.000000,-20319189883.000000,3379070964.000000,-1819124064.000000,-3252902500.000000,1433778436.000000,,,-1819124064.000000,1559946900.000000,,1559946900.000000,-482390119.000000,1077556781.000000,1559946900.000000,1517567999.000000,42378901.000000,1559946900.000000,1077556781.000000,1037450342.000000,40106439.000000,1077556781.000000
12M 2019,2900162397309.000000,-2854219187967.000000,45943209342.000000,-26101222438.000000,19841986904.000000,-23993631045.000000,-20501278017.000000,,112382095.000000,,-3604735123.000000,-23993631045.000000,-4151644141.000000,-1177556170.000000,-3398843250.000000,2221287080.000000,,,-1177556170.000000,-5329200311.000000,,-5329200311.000000,416038345.000000,-4913161966.000000,-5329200311.000000,-5363734660.000000,34534349.000000,-5329200311.000000,-4913161966.000000,-4947591383.000000,34429417.000000,-4913161966.000000
12M 2020,912535369280.000000,-905689635192.000000,6845734088.000000,-10647909764.000000,-3802175676.000000,-37078825464.000000,-18078876013.000000,,29122307.000000,,-19029071758.000000,-37078825464.000000,-40881001140.000000,-976333636.000000,,-976333636.000000,,,-976333636.000000,-41857334776.000000,,-41857334776.000000,873268695.000000,-40984066081.000000,-41857334776.000000,-41637044437.000000,-220290339.000000,-41857334776.000000,-40984066081.000000,-40766721647.000000,-217344434.000000,-40984066081.000000
12M 2021,339032343268.000000,-323683585097.000000,15348758171.000000,-9587995679.000000,5760762492.000000,-3722264846.000000,-3695299156.000000,,12348887.000000,,-39314577.000000,-3722264846.000000,2038497646.000000,425388207.000000,,425388207.000000,,,425388207.000000,2463885853.000000,,2463885853.000000,889340522.000000,3353226375.000000,2463885853.000000,2499512187.000000,-35626334.000000,2463885853.000000,3353226375.000000,3388809804.000000,-35583429.000000,3353226375.000000
12M 2022,363872667991.000000,-337029710875.000000,26842957116.000000,-22476248166.000000,4366708950.000000,9266219.000000,,,27813212.000000,,-18546993.000000,9266219.000000,4375975169.000000,-3556864705.000000,,-3556864705.000000,,,-3556864705.000000,819110464.000000,,819110464.000000,,884770273.000000,819110464.000000,734701664.000000,84408800.000000,819110464.000000,884770273.000000,800400677.000000,84369596.000000,884770273.000000
12M 2023,271291628739.000000,-262840274191.000000,8451354548.000000,-27010979960.000000,-18559625412.000000,-2881240030.000000,-853632000.000000,,2116474.000000,,-2029724504.000000,-2881240030.000000,-21440865442.000000,4361895640.000000,,4361895640.000000,,,4361895640.000000,-17078969802.000000,,-17078969802.000000,,-17198489858.000000,-17078969802.000000,-17147004096.000000,68034294.000000,-17078969802.000000,-17198489858.000000,-17266446315.000000,67956457.000000,-17198489858.000000
12M 2024,121584729328.000000,-120498895609.000000,1085833719.000000,-14136938767.000000,-13051105048.000000,-4505037936.000000,-490320000.000000,-4040975826.000000,,,26257890.000000,-4505037936.000000,-17556142984.000000,3768384413.000000,,3768384413.000000,,,3768384413.000000,-13787758571.000000,,-13787758571.000000,,-13618105819.000000,-13787758571.000000,-13799578940.000000,11820369.000000,-13787758571.000000,-13618105819.000000,-13624502293.000000,6396474.000000,-13618105819.000000
