Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,(9 B),(29 B),(38 B),-304.21
12M 2017,(37 B),(1 B),(38 B),-58.07
12M 2018,(34 B),(1 B),(34 B),-47.48
12M 2019,(21 B),(0 B),(21 B),-29.60
12M 2020,3 B,,3 B,4.23
12M 2021,(8 B),(1 B),(9 B),-12.80
12M 2022,(18 B),(2 B),(20 B),-18.16
12M 2023,2 B,(2 B),(0 B),-0.01
12M 2024,0 B,(0 B),0 B,0.11
