Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,15 B,(32 B),(17 B),-660679.32
12M 2019,(9 B),(0 B),(9 B),-22.23
12M 2020,8 B,(2 B),6 B,13.69
12M 2021,11 B,(4 B),7 B,17.88
12M 2022,19 B,(5 B),13 B,31.90
12M 2023,16 B,(1 B),15 B,36.11
12M 2024,11 B,(2 B),9 B,22.30
