Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Piutang Pihak Berelasi,Persediaan,Adjustment,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Beban Akrual,Utang Pajak,Utang Pembelian Aset Tetap,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Obligasi Konversi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembelian Aset Tetap,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,1026598228.000000,12644109415.000000,,,12644109415.000000,43118013.000000,47000000.000000,-3881987.000000,43118013.000000,,19445015908.000000,,14510020440.000000,47668862004.000000,,5173152826.000000,65793130.000000,8800000.000000,5247745956.000000,52916607960.000000,,,7475359995.000000,2454217907.000000,,,2454217907.000000,,,,,,728228100.000000,728228100.000000,3939875356.000000,353038632.000000,,,7475359995.000000,1337599920.000000,,,1074427400.000000,1074427400.000000,,263172520.000000,1337599920.000000,8812959915.000000,,600000000.000000,15739594600.000000,27828058929.000000,,,27828058929.000000,-64005485.000000,44103648044.000000,52916607959.000000,25000.000000
12M 2019,,,9071210210.000000,15993476486.000000,,,15993476486.000000,54000000.000000,,,54000000.000000,47500000.000000,20058454756.000000,,3522013167.000000,48746654619.000000,,33063936951.000000,170678244.000000,6400000.000000,33241015195.000000,81987669814.000000,,,6061465756.000000,1109587080.000000,,,1109587080.000000,202032000.000000,,,202032000.000000,,531727200.000000,531727200.000000,2339817403.000000,1116342073.000000,,761960000.000000,6061465756.000000,1050389360.000000,,,367676384.000000,367676384.000000,,682712976.000000,1050389360.000000,7111855116.000000,,41800000000.000000,19352671523.000000,13775827818.000000,,,13775827818.000000,-52684643.000000,74875814698.000000,81987669814.000000,418000000.000000
12M 2020,,,14412989403.000000,16958791419.000000,,,16958791419.000000,41761150.000000,,,41761150.000000,,22379088174.000000,,4882997191.000000,58675627337.000000,,33257890944.000000,369517490.000000,2625000.000000,33630033434.000000,92305660771.000000,,,6927747148.000000,2154156903.000000,,,2154156903.000000,,,,,,367676384.000000,367676384.000000,1757935109.000000,2149842108.000000,,498136644.000000,6927747148.000000,1046772044.000000,,,,,,1046772044.000000,1046772044.000000,7974519192.000000,,41800000000.000000,19352671523.000000,23275050316.000000,,,23275050316.000000,-96580260.000000,84331141579.000000,92305660771.000000,418000000.000000
12M 2021,,,6133427113.000000,17729499839.000000,,,17729499839.000000,45561150.000000,,,45561150.000000,,23472030061.000000,,6716422113.000000,54096940276.000000,,31472745753.000000,682298780.000000,3073715918.000000,35228760451.000000,89325700727.000000,,,7513542486.000000,951657504.000000,,,951657504.000000,,,,,,,,2691040473.000000,3718867233.000000,,151977276.000000,7513542486.000000,1233308397.000000,,,,,,1233308397.000000,1233308397.000000,8746850883.000000,,41800000000.000000,19352671523.000000,19417184749.000000,,,19417184749.000000,8993572.000000,80578849844.000000,89325700727.000000,418000000.000000
12M 2022,,,7352156523.000000,17672362036.000000,,,17672362036.000000,85636150.000000,,,85636150.000000,,24391357682.000000,,7895752603.000000,57397264994.000000,,29818320671.000000,679909267.000000,7987095207.000000,38485325145.000000,95882590139.000000,,,6657078611.000000,565925206.000000,,,565925206.000000,,,,,,,,3412679860.000000,2517786335.000000,,160687210.000000,6657078611.000000,1361676540.000000,,,,,,1361676540.000000,1361676540.000000,8018755151.000000,,41800000000.000000,19352671523.000000,26690250490.000000,,26690250490.000000,26690250490.000000,20912975.000000,87863834988.000000,95882590139.000000,418000000.000000
12M 2023,,,10673745653.000000,19656042586.000000,,,19656042586.000000,74812599.000000,,,74812599.000000,,23945992892.000000,,4171051446.000000,58521645176.000000,,44680522845.000000,790312766.000000,,45470835611.000000,103992480787.000000,,,8136278357.000000,598495868.000000,,,598495868.000000,,,,,,,,2565610959.000000,2485453673.000000,1880618188.000000,606099669.000000,8136278357.000000,5156209037.000000,,,,,3332956920.000000,1823252117.000000,5156209037.000000,13292487394.000000,,41800000000.000000,19352671523.000000,29629656242.000000,100000000.000000,29529656242.000000,29629656242.000000,-82334372.000000,90699993393.000000,103992480787.000000,418000000.000000
12M 2024,,,6622417129.000000,24336692982.000000,,,24336692982.000000,25282151.000000,,,25282151.000000,,27127564151.000000,,4976698548.000000,63088654961.000000,,45197429215.000000,1019269164.000000,,46216698379.000000,109305353340.000000,,,9560510229.000000,290205591.000000,,,290205591.000000,,,,,,,,4006171856.000000,2681296950.000000,2365824102.000000,217011730.000000,9560510229.000000,3302848410.000000,,,,,847180340.000000,2455668070.000000,3302848410.000000,12863358639.000000,,41800000000.000000,19352671523.000000,35557621452.000000,200000000.000000,35357621452.000000,35557621452.000000,-268298274.000000,96441994701.000000,109305353340.000000,418000000.000000
