Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Pembayaran Kepada Pemasok Dan Lainnya,Penerimaan Pendapatan Keuangan,Pembayaran Beban Keuangan,Pembayaran Kepada Karyawan,Pembayaran Beban Pajak Penghasilan,Pembayaran Untuk Beban Operasi Lain,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan (Pembayaran) Piutang Dari Pihak Berelasi,Uang Muka Untuk Perolehan Aset Tetap,Perolehan Aset Keuangan Lainnya,Penambahan Aset Tidak Berwujud,Hasil Penjualan Aset Tetap,Perolehan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Tambahan Modal Disetor,Penerimaan Obligasi Konversi,Pembayaran Dividen,Penerimaan Utang Kepada Pihak Berelasi,Pembayaran Liabilitas Pembiayaan Konsumen,Total Arus Kas Dari Aktivitas Pendanaan,Adjustment,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2018,15391812257.000000,106770655331.000000,-49014587686.000000,8160549.000000,,-8127182523.000000,-8048242895.000000,-26196990519.000000,15391812257.000000,-31463795374.000000,,,,,445000000.000000,-31908795374.000000,-31463795374.000000,10859073017.000000,,18100000000.000000,-6711111111.000000,,-529815872.000000,10859073017.000000,,-5212910100.000000,6434188402.000000,1221278302.000000
12M 2019,-9089602128.000000,99699306343.000000,-55188116716.000000,104377557.000000,,-8846657280.000000,-5083167808.000000,-39775344224.000000,-9089602128.000000,241212093.000000,,,,3000000.000000,445000000.000000,-206787907.000000,241212093.000000,16698321943.000000,20413076923.000000,,-3135000000.000000,,-579754980.000000,16698321943.000000,,7849931908.000000,1221278302.000000,9071210210.000000
12M 2020,7967251168.000000,73214559818.000000,-42615639262.000000,39266253.000000,,-9034895750.000000,-1892769096.000000,-11743270795.000000,7967251168.000000,-2093744775.000000,,,,3000000.000000,151000000.000000,-2247744775.000000,-2093744775.000000,-531727200.000000,,,,,-531727200.000000,-531727200.000000,,5341779193.000000,9071210210.000000,14412989403.000000
12M 2021,11159414910.000000,108247384214.000000,-71736722353.000000,662595520.000000,-81497653.000000,-10397330518.000000,-2122517363.000000,-13412496937.000000,11159414910.000000,-3187300816.000000,,-3073090918.000000,,,497272729.000000,-611482627.000000,-3187300816.000000,-16251676384.000000,,,-15884000000.000000,,-367676384.000000,-16251676384.000000,,-8279562290.000000,14412989403.000000,6133427113.000000
12M 2022,18538414606.000000,131485521707.000000,-84136447027.000000,134544259.000000,-13699034.000000,-11814822521.000000,-5465916977.000000,-11650765801.000000,18538414606.000000,-10213685196.000000,,-4914004289.000000,-5009249768.000000,,,-290431139.000000,-10213685196.000000,-7106000000.000000,,,-7106000000.000000,,,-7106000000.000000,,1218729410.000000,6133427113.000000,7352156523.000000
12M 2023,15734501199.000000,141515558587.000000,-95032606956.000000,90533666.000000,-21600276.000000,-13669293714.000000,-5221569161.000000,-11926520947.000000,15734501199.000000,4463712851.000000,,,5106296514.000000,,,-642583663.000000,4463712851.000000,-16876624920.000000,,,-13794000000.000000,,-3082624920.000000,-16876624920.000000,,3321589130.000000,7352156523.000000,10673745653.000000
12M 2024,10915831157.000000,155252637482.000000,-110117985664.000000,2473591.000000,-170155573.000000,-14263549121.000000,-4628313982.000000,-15159275576.000000,10915831157.000000,-1012590025.000000,,,97046746.000000,,486486486.000000,-1596123257.000000,-1012590025.000000,-13954569656.000000,,,-10450000000.000000,,-3504569656.000000,-13954569656.000000,,-4051328524.000000,10673745653.000000,6622417129.000000
