Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,(2 B),(1 B),(3 B),-2106002.20
12M 2022,24 B,(2 B),22 B,17119656.41
12M 2023,(6 B),(1 B),(7 B),-5.66
12M 2024,12 B,(9 B),2 B,1.42
