Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2021,0.00,19682479.46,0.00,19682479.46,7 B,,7 B,3 B,9 B
12M 2022,0.00,47395476.18,0.00,47395476.18,10 B,1 B,12 B,(14 B),44 B
12M 2023,0.00,69.15,0.00,69.15,4 B,1 B,4 B,(4 B),67 B
12M 2024,1.94,96.97,1.94,96.97,1 B,0 B,1 B,(39 B),134 B
