Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,373487766167.000000,-345027251849.000000,28460514318.000000,-9273763584.000000,-18772689597.000000,9498926013.000000,-9273763584.000000,19186750734.000000,-628289755.000000,30288118.000000,-658577873.000000,-628289755.000000,18558460979.000000,-3110893806.000000,-3020462060.000000,-90431746.000000,-3110893806.000000,15447567173.000000,15447567173.000000,-429095940.000000,15018471233.000000,15447567173.000000,15447567173.000000,,15447567173.000000,15018471233.000000,15018471233.000000,,15018471233.000000
12M 2022,430648725778.000000,-396309018276.000000,34339707502.000000,-11804098915.000000,-23780551197.000000,11976452282.000000,-11804098915.000000,22535608587.000000,-612175519.000000,34782086.000000,-646957605.000000,-612175519.000000,21923433068.000000,-3974084048.000000,-3553885720.000000,-420198328.000000,-3974084048.000000,17949349020.000000,17949349020.000000,506908740.000000,18456257760.000000,17949349020.000000,17949349020.000000,,17949349020.000000,18456257760.000000,18456257760.000000,,18456257760.000000
12M 2023,609569861985.0,-568935150285.0,40634711700.0,-11598386564.0,-31285340751.0,19686954187.0,-11598386564.0,29036325136.0,-1009803033.0,54657393.0,-1064460426.0,-1009803033.0,28026522103.0,-4152491927.0,-4098621732.0,-53870195.0,-4152491927.0,23874030176.0,23738323265.0,19152900.0,23757476165.0,23738323265.0,24246074223.0,-507750958.0,23738323265.0,23757476165.0,24265227123.0,-507750958.0,23757476165.0
12M 2024,630557768732.000000,-595309040812.000000,35248727920.000000,-9985759247.000000,-38554549107.000000,28568789860.000000,-9985759247.000000,25262968673.000000,-202147326.000000,1091159007.000000,-1293306333.000000,-202147326.000000,25060821347.000000,-3638190108.000000,,,-3638190108.000000,21422631239.000000,21422631239.000000,164961826.000000,21587593065.000000,21422631239.000000,22657030613.000000,-1234399374.000000,21422631239.000000,21587593065.000000,22821992439.000000,-1234399374.000000,21587593065.000000
