Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,43.1,,1.12
12M 2022,20.35,46.18,53.27,13.26,17.94,,7.9,,52.2,,3.54,,9.77,,1.57
12M 2023,29.48,36.68,37.95,28.21,12.38,,9.95,,54.5,,4.0,,9.04,,1.97
12M 2024,35.51,42.77,37.74,40.54,10.28,,8.53,,38.87,,3.0,,4.72,,2.65
