Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,11040.72,0.00,0.00,24.12 B,0.28%,1.35%,20.05%,1.19
12M 2020,0.00 B,146385.51,0.00,0.00,39.53 B,3.15%,8.30%,16.41%,2.21
12M 2021,0.00 B,1784367.68,0.00,0.00,211.60 B,19.18%,52.72%,81.38%,15.47
12M 2022,5.84 B,15.04,15.69,0.92,149.52 B,8.05%,18.32%,34.27%,7.19
12M 2023,5.84 B,21.39,8.46,0.83,159.04 B,13.29%,24.30%,27.55%,11.06
12M 2024,5.84 B,9.57,12.75,0.58,99.08 B,5.37%,11.31%,15.36%,6.57
