Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,819028.34,0.00,818910.92,57 B,38 B,57 B,79 B,6 B
12M 2020,0.00,1764555.59,0.00,1743211.23,56 B,19 B,75 B,58 B,10 B
12M 2021,0.00,3384818.56,0.00,3369559.35,124 B,31 B,,136 B,104 B
12M 2022,2.87,82.11,2.91,81.08,193 B,22 B,21 B,117 B,299 B
12M 2023,2.06,88.01,2.06,87.95,56 B,21 B,,19 B,289 B
12M 2024,1.44,84.58,1.44,84.58,111 B,28 B,93 B,85 B,278 B
